Iteration	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
2220	-323.2151	-192.2394	-130.9757	341.6631	0.01371333	3061.908	0.0006694084	0.932094	0.981609	1.01672	1.06958	0.01558243	2971.984	2274.927	2314.019	2453.108	2510.481	2143.952	2400.203	2289.246	2286.403	2380.328
2230	-326.7473	-192.2345	-134.5128	946884.1	0.01223906	3038.472	0.0006668374	0.998694	0.999666	1.00033	1.00131	0.01275013	2967.808	2253.967	2320.662	2464.172	2547.116	2146.78	2399.814	2326.492	2325.198	2394.891
2240	-327.2041	-192.2394	-134.9646	814562.1	0.01184817	3031.174	0.0005464552	0.998592	0.99964	1.00036	1.00141	0.01319769	2951.863	2265.772	2270.819	2430.131	2548.027	2138.694	2402.124	2364.415	2252.976	2402.946
2250	-316.5611	-192.2394	-124.3216	500229.9	0.01300247	3022.213	0.0008279059	0.998203	0.99954	1.00046	1.0018	0.01397804	2956.118	2221.524	2295.766	2461.426	2538.839	2131.993	2405.651	2284.722	2253.43	2420.527
2260	-327.2497	-192.2394	-135.0103	230381.4	0.01312719	2981.093	0.0005050246	0.997353	0.999322	1.00068	1.00265	0.01339401	2959.566	2263.26	2321.869	2465.635	2538.944	2153.955	2409.15	2284.694	2257.334	2412.744
2270	-326.1329	-192.2402	-133.8927	652210.8	0.01166605	3064.763	0.0009997954	0.998427	0.999598	1.0004	1.00157	0.01443094	2955.459	2269.086	2313.129	2437.696	2514.112	2132.005	2396.313	2367.519	2272.449	2379.696
2280	-325.9275	-192.2394	-133.688	399790.4	0.01189704	3031.049	0.0006801529	0.99799	0.999486	1.00051	1.00201	0.01710546	2977.717	2260.71	2305.393	2473.034	2521.062	2165.15	2401.907	2327.341	2344.013	2401.947
2290	-326.4293	-192.2322	-134.197	188012.2	0.0137139	3094.804	0.0004566657	0.99707	0.99925	1.00075	1.00293	0.01591832	2963.767	2254.123	2274.456	2470.692	2533.433	2125.988	2402.092	2350.622	2260.052	2376.444
2300	-324.5079	-192.2394	-132.2684	316623.8	0.01319264	3027.703	0.0004450884	0.997742	0.999422	1.00058	1.00226	0.01438073	2972.164	2222.872	2271.083	2472.991	2536.477	2156.236	2398.325	2297.292	2274.757	2390.246
2310	-329.1928	-192.2394	-136.9533	842757.6	0.01428306	3015.63	0.0006762904	0.998616	0.999646	1.00035	1.00138	0.01099134	2953.954	2238.592	2259.771	2440.977	2534.099	2193.193	2406.196	2305.707	2311.491	2389.988
2320	-321.004	-192.2394	-128.7645	464895	0.01462357	3013.382	0.0005494047	0.998136	0.999523	1.00048	1.00186	0.01357195	2963.308	2260.809	2310.513	2438.252	2527.866	2205.332	2403.614	2355.079	2311.159	2406.669
2330	-325.1518	-192.2394	-132.9124	923039.7	0.01384896	3052.478	0.0008120403	0.998677	0.999662	1.00034	1.00132	0.01290203	2950.578	2248.654	2321.666	2464.172	2512.092	2149.179	2393.643	2259.838	2292.702	2397.073
2340	-325.0859	-192.2394	-132.8464	658918.7	0.01595569	3005.648	0.0002193265	0.998435	0.9996	1.0004	1.00157	0.01243822	2957.301	2230.994	2310.924	2447.361	2514.529	2144.206	2404.155	2340.239	2315.675	2419.336
2350	-316.1987	-192.2394	-123.9592	548631.9	0.0159124	3030.165	0.0003551172	0.998284	0.999561	1.00044	1.00172	0.01244017	2958.502	2253.125	2335.933	2459.542	2539.234	2164.525	2398.527	2299.093	2320.515	2424.278
2360	-318.521	-192.2412	-126.2798	787870.3	0.0169134	3032.757	0.00056053	0.998568	0.999634	1.00037	1.00143	0.01280037	2964.204	2214.27	2349.27	2443.542	2504.783	2150.054	2405.612	2335.987	2344.248	2389.406
2370	-314.3393	-192.2491	-122.0902	784532.8	0.01575561	3060.887	0.0006406088	0.998565	0.999633	1.00037	1.00144	0.01281498	2962.905	2267.948	2327.033	2425.386	2511.134	2132.373	2406.725	2263.066	2285.404	2424.098
2380	-321.7312	-192.2394	-129.4918	774018.8	0.01539456	2995.302	0.0005482513	0.998556	0.999631	1.00037	1.00145	0.0120083	2961.707	2265.256	2340.151	2436.746	2538.424	2200.177	2395.611	2305.856	2274.028	2386.476
2390	-320.6975	-192.2394	-128.458	520180.5	0.01608624	3027.499	0.0007705176	0.998238	0.999549	1.00045	1.00176	0.01184846	2954.292	2269.218	2254.454	2462.725	2514.778	2135.485	2398.857	2330.509	2304.059	2381.001
2400	-323.0552	-192.2394	-130.8158	788897.7	0.01232603	3076.879	0.0007600022	0.998569	0.999634	1.00037	1.00143	0.01139972	2978.987	2234.617	2302.593	2443.936	2536.158	2128.152	2400.486	2367.336	2251.954	2415.894
2410	-327.0622	-192.2394	-134.8228	406629.8	0.01199688	3097.319	0.001198569	0.998007	0.99949	1.00051	1.00199	0.01087326	2958.451	2222.853	2327.299	2446.511	2515.888	2301.745	2407.067	2337.024	2295.251	2405.736
2420	-326.0862	-192.2394	-133.8468	58533.77	0.01104996	3027.293	0.000392633	0.994751	0.998653	1.00134	1.00526	0.01223364	2968.118	2235.705	2262.871	2461.45	2502.745	2138.824	2392.283	2289.481	2344.76	2403.843
2430	-315.5172	-192.2394	-123.2778	561446.5	0.009667446	2984.888	0.0004208404	0.998304	0.999566	1.00043	1.0017	0.01132485	2977.302	2238.564	2312.205	2473.266	2524.262	2181.312	2395.361	2366.11	2343.057	2377.467
2440	-329.476	-192.2403	-137.2357	933291.1	0.01101526	3093.242	0.0003950874	0.998685	0.999664	1.00034	1.00132	0.01109873	2956.413	2249.628	2259.504	2441.932	2533.732	2142.572	2397.795	2274.363	2343.412	2381.856
2450	-332.4571	-192.2394	-140.2176	546163.7	0.01003667	3042.442	0.0006349407	0.998281	0.99956	1.00044	1.00172	0.01106873	2969.037	2224.356	2290.956	2458.319	2502.158	2139.516	2407.058	2354.052	2348.24	2378.591
2460	-322.8411	-192.2394	-130.6016	815129.6	0.01082675	2983.667	0.001125412	0.998592	0.99964	1.00036	1.00141	0.01083281	2971.447	2243.921	2336.728	2459.755	2548.679	2207.677	2392.903	2367.518	2334.296	2401.81
2470	-336.8527	-192.2394	-144.6133	275031.1	0.01159067	3063.227	0.0004867325	0.997577	0.99938	1.00062	1.00242	0.009367678	2962.999	2253.7	2300.317	2457.052	2536.183	2176.325	2400.381	2337.798	2346.148	2384.481
2480	-315.4502	-192.2387	-123.2115	407249.1	0.01013964	3073.764	0.0003826089	0.998009	0.999491	1.00051	1.00199	0.009818135	2974.632	2250.678	2281.395	2471.451	2536.12	2174.561	2396.794	2260.625	2321.594	2385.563
2490	-327.9021	-192.2394	-135.6626	196072.6	0.008849276	3069.065	0.0006901263	0.997131	0.999265	1.00073	1.00287	0.009581482	2963.58	2250.833	2276.459	2426.143	2533.288	2137.956	2392.213	2362.41	2317.218	2402.553
2500	-316.672	-192.3676	-124.3044	447717	0.009255396	3081.116	0.0006695442	0.998101	0.999514	1.00048	1.0019	0.008914215	2957.845	2254.445	2269.458	2455.19	2529.027	2182.097	2404.648	2310.159	2314.009	2398.877
2510	-326.8471	-192.2394	-134.6077	561623.8	0.009064899	3052.396	0.0008535589	0.998304	0.999566	1.00043	1.0017	0.009342981	2962.191	2228.658	2279.351	2469.851	2527.554	2141.276	2408.154	2287.632	2294.845	2422.587
2520	-320.3963	-192.2394	-128.1568	677423.4	0.00947685	3092.091	0.0008732581	0.998456	0.999605	1.00039	1.00154	0.009877726	2977.079	2258.058	2343.469	2443.7	2547.613	2131.163	2401.013	2314.424	2303.806	2404.063
2530	-328.2035	-192.4043	-135.7992	515433.7	0.007854535	3098.839	0.0006064569	0.99823	0.999547	1.00045	1.00177	0.009625989	2974.5	2261.711	2317.451	2454.95	2546.017	2162.964	2399.134	2321.041	2269.133	2387.74
2540	-322.129	-192.2394	-129.8896	857432.2	0.008033495	3017.634	0.0006064569	0.998628	0.999649	1.00035	1.00137	0.007967616	2971.291	2245.629	2264.525	2448.145	2516.116	2154.771	2402.701	2297.642	2326.351	2420.038
2550	-328.8892	-192.2394	-136.6497	325443.1	0.007781577	3013.357	0.0004790059	0.997773	0.99943	1.00057	1.00223	0.009149538	2966.116	2258.2	2293.357	2447.393	2508.888	2196.501	2398.608	2308.929	2317.104	2389.588
2560	-319.8597	-192.2394	-127.6203	982619.3	0.008623935	2996.19	0.0004864308	0.998718	0.999672	1.00033	1.00128	0.008379463	2971.028	2238.269	2315.881	2434.66	2541.521	2138.586	2398.896	2271.425	2331.225	2418.151
2570	-315.7524	-192.24	-123.5123	328517.2	0.009780386	3037.095	0.0009470062	0.997783	0.999433	1.00057	1.00222	0.008369827	2956.202	2215.106	2266.837	2474.194	2512.929	2139.303	2404.274	2301.403	2250.991	2379.499
2580	-315.9036	-192.2394	-123.6642	203022.7	0.0102874	3028.314	0.0006838805	0.99718	0.999278	1.00072	1.00282	0.007260728	2966.288	2263.112	2269.264	2464.397	2509.967	2175.925	2397.529	2357.139	2334.422	2391.935
2590	-328.3021	-192.2396	-136.0625	1565.769	0.009847547	3079.905	0.001029931	0.968062	0.991614	1.00802	1.0323	0.006612855	2972.508	2241.313	2324.671	2429.746	2521.996	2133.363	2401.519	2327.737	2272.082	2381.252
2600	-326.7735	-192.2352	-134.5384	63917.27	0.009794337	3031.087	0.0008369505	0.994977	0.998711	1.00128	1.00503	0.007167037	2968.036	2249.957	2280.901	2455.662	2542.523	2130.245	2391.648	2299.207	2306.736	2395.054
2610	-322.2789	-192.2395	-130.0394	117152.2	0.009099721	3013.833	0.0007562649	0.996289	0.999049	1.00095	1.00372	0.006679812	2971.347	2213.399	2311.822	2435.938	2547.621	2289.208	2403.816	2262.287	2328.984	2405.459
2620	-319.6397	-192.2394	-127.4003	999981	0.009499413	2983.146	0.0007013962	0.998729	0.999675	1.00032	1.00127	0.008847671	2963.535	2265.747	2283.065	2454.417	2500.094	2131.256	2390.948	2365.547	2275.589	2403.431
2630	-333.3016	-192.2394	-141.0622	508162.6	0.009062901	3004.227	0.0005215957	0.998217	0.999544	1.00045	1.00178	0.008863166	2971.881	2211.627	2253.825	2427.788	2538.226	2134.954	2406.546	2340.801	2303.413	2388.449
2640	-319.1693	-192.2399	-126.9293	717144.3	0.008596703	3054.666	0.0008774503	0.998499	0.999616	1.00038	1.0015	0.009643902	2964.595	2228.067	2269.372	2458.501	2535.576	2153.129	2400.106	2362.859	2285.7	2389.552
2650	-315.9642	-192.2637	-123.7004	393131.1	0.01012175	3087.06	0.0005706025	0.997973	0.999481	1.00052	1.00203	0.01019992	2956.811	2246.832	2325.455	2430.585	2532.879	2168.12	2398.417	2293.585	2285.022	2407.69
2660	-324.3468	-192.2514	-132.0954	685618.4	0.009023206	3057.467	0.0006571497	0.998465	0.999607	1.00039	1.00154	0.009495952	2966.502	2212.252	2271.606	2449.921	2540.84	2165.817	2401.729	2280.853	2279.332	2418.007
2670	-321.075	-193.2815	-127.7935	615516.3	0.01000711	3032.789	0.0005767301	0.99838	0.999586	1.00041	1.00162	0.01042333	2969.822	2268.15	2267.453	2458.682	2541.599	2137.792	2397.957	2368.715	2282.955	2380.209
2680	-333.5077	-192.2394	-141.2682	762482.8	0.01288121	3034.841	0.0005767301	0.998545	0.999628	1.00037	1.00146	0.01045011	2950.027	2227.484	2289.437	2442.338	2541.796	2139.708	2407.493	2264.201	2280.076	2405.215
2690	-323.9723	-192.2394	-131.7328	409225	0.01389094	3072.072	0.0007410763	0.998014	0.999492	1.00051	1.00199	0.01098828	2954.336	2215.61	2265.333	2455.711	2501.908	2268.062	2394.469	2348.624	2298.592	2408.096
2700	-329.3485	-192.1763	-137.1723	407536.8	0.01165383	3001.233	0.0008086517	0.99801	0.999491	1.00051	1.00199	0.009922129	2965.677	2212.614	2317.109	2474.85	2504.704	2216.612	2393.423	2316.097	2286.81	2396.564
2710	-328.736	-192.2394	-136.4966	284593.2	0.01143549	2981.281	0.0008683924	0.997618	0.99939	1.00061	1.00238	0.009327609	2978.786	2221.903	2281.761	2435.143	2535.617	2252.58	2397.452	2317.046	2325.904	2380.515
2720	-323.6421	-192.349	-131.2931	701380.7	0.008980656	2991.062	0.0007774039	0.998483	0.999612	1.00039	1.00152	0.009994827	2961.519	2262.028	2301.837	2445.826	2505.904	2146.278	2395.649	2326.349	2306.293	2417.984
2730	-325.5035	-192.2394	-133.2641	541692.1	0.008403048	2980.907	0.0006728717	0.998273	0.999558	1.00044	1.00173	0.008201518	2957.851	2213.707	2338.001	2459.632	2540.02	2173.923	2392.082	2355.516	2325.883	2382.203
2740	-321.3846	-192.2394	-129.1451	253216.7	0.009460853	3067.709	0.0005039177	0.997475	0.999354	1.00064	1.00253	0.008465171	2959.96	2224.68	2313.936	2462.87	2543.612	2148.259	2401.669	2353.948	2301.6	2411.955
2750	-328.4555	-192.2394	-136.216	220038.1	0.008709196	3029.201	0.0009956791	0.997292	0.999307	1.00069	1.00271	0.01068847	2967.824	2250.308	2278.911	2455.913	2529.975	2142.542	2391.491	2355.657	2271.456	2384.042
2760	-337.4992	-192.2394	-145.2598	882672.6	0.009218436	3077.414	0.0006334199	0.998647	0.999654	1.00035	1.00135	0.0107827	2978.08	2272.742	2294.171	2439.33	2536.711	2198.149	2399.256	2326.194	2342.317	2377.101
2770	-317.1935	-192.4005	-124.793	420552.5	0.008315914	3064.962	0.0009932223	0.998041	0.999499	1.0005	1.00196	0.01103471	2953.919	2230.596	2338.639	2471.703	2534.975	2156.405	2408.722	2312.021	2302.58	2414.012
2780	-326.2946	-192.2394	-134.0552	797207	0.00981754	3077.117	0.0005635254	0.998577	0.999636	1.00036	1.00142	0.009016679	2979.956	2254.763	2278.338	2456.922	2530.936	2126.848	2397.272	2344.56	2305.977	2396.784
2790	-312.3061	-192.2395	-120.0666	427116.7	0.01115342	3091.208	0.0007409357	0.998056	0.999503	1.0005	1.00195	0.01224178	2970.169	2260.17	2324.565	2439.202	2544.441	2201.979	2409.13	2302.699	2343.463	2384.073
2800	-328.7843	-192.2378	-136.5466	459908.6	0.01188964	3060.186	0.0006653493	0.998126	0.999521	1.00048	1.00187	0.01075441	2955.842	2241.157	2306.532	2449.749	2535.751	2316.344	2407.306	2269.475	2324.589	2420.06
2810	-330.6523	-192.2394	-138.4129	936298.8	0.01322935	3096.555	0.0007469057	0.998687	0.999664	1.00034	1.00131	0.01004433	2963.519	2240.599	2286.832	2471.301	2529.198	2259.486	2394.789	2327.248	2333.356	2415.449
2820	-315.231	-192.2416	-122.9894	729062.7	0.01548788	3002.929	0.0007320661	0.998512	0.999619	1.00038	1.00149	0.01101569	2963.251	2251.212	2293.502	2457.505	2521.03	2271.795	2391.396	2361.75	2306.612	2424.404
2830	-321.6871	-192.2527	-129.4344	300553.9	0.01460689	3014.223	0.0007769527	0.997682	0.999407	1.00059	1.00232	0.01159654	2957.324	2229.049	2348.383	2462.711	2529.042	2268.569	2396.424	2364.882	2272.762	2406.199
2840	-323.4732	-192.243	-131.2302	365495.3	0.0131226	3027.216	0.000579348	0.997898	0.999462	1.00054	1.0021	0.01190634	2968.193	2247.128	2346.312	2435.849	2505.823	2308.447	2390.711	2358.123	2307.758	2380.711
2850	-332.8786	-192.2394	-140.6392	728567.5	0.01606493	3039.975	0.0006300249	0.998511	0.999619	1.00038	1.00149	0.01256195	2973.074	2249.04	2291.385	2452.988	2539.428	2194.013	2397.556	2342.827	2298.614	2388.247
2860	-325.498	-192.2394	-133.2586	695344.9	0.01457363	3079.469	0.0007342623	0.998476	0.99961	1.00039	1.00152	0.01070449	2974.215	2266.428	2338.226	2427.689	2519.098	2167.613	2390.776	2268.668	2272.59	2411.713
2870	-321.5661	-192.2394	-129.3267	884784.4	0.01554636	3010.817	0.0008922189	0.998649	0.999655	1.00034	1.00135	0.01183544	2957.261	2264.004	2271.144	2443.879	2538.857	2174.8	2390.424	2353.346	2301.49	2376.325
2880	-334.7329	-192.2394	-142.4935	889077.2	0.01466275	3047.159	0.0006515563	0.998652	0.999655	1.00034	1.00135	0.01341399	2950.45	2257.866	2309.156	2435.283	2512.415	2164.37	2405.998	2271.86	2274.112	2412.029
2890	-327.2609	-192.2395	-135.0214	954136.1	0.01445468	3027.476	0.001100047	0.998699	0.999667	1.00033	1.0013	0.01410851	2979.804	2271.615	2339.246	2447.523	2549.448	2147.788	2395.858	2347.976	2274.287	2422.504
2900	-325.1551	-192.2321	-132.9231	412481.4	0.0136331	3098.969	0.0005372312	0.998022	0.999494	1.0005	1.00198	0.01513567	2960.903	2263.559	2345.926	2462.568	2517.406	2196.304	2396.205	2334.142	2269.448	2384.223
2910	-321.1619	-192.2394	-128.9224	556040.6	0.01404968	3064.287	0.0008659669	0.998296	0.999564	1.00043	1.00171	0.01748867	2961.014	2253.165	2277.667	2453.181	2545.781	2166.401	2390.162	2317.854	2288.823	2391.436
2920	-326.103	-192.2394	-133.8636	410394.6	0.0165256	3044.474	0.0007578667	0.998017	0.999493	1.00051	1.00198	0.01899615	2962.77	2242.407	2306.577	2455.336	2503.977	2161.392	2407.609	2269.106	2323.487	2395.401
2930	-314.0656	-192.2394	-121.8262	356711.8	0.01615955	3074.62	0.000700129	0.997873	0.999456	1.00054	1.00213	0.01788985	2957.011	2263.908	2296.074	2432.956	2507.686	2171.539	2399.195	2328.234	2274.023	2416.2
2940	-312.6148	-192.2394	-120.3753	831474	0.01629383	3052.159	0.0008851727	0.998606	0.999644	1.00036	1.00139	0.01800691	2955.115	2245.401	2286.282	2448.494	2504.801	2190.332	2409.78	2350.631	2301.325	2415.803
2950	-326.7826	-192.2407	-134.5419	853100.8	0.01993826	3089.734	0.0002524203	0.998624	0.999648	1.00035	1.00138	0.01938065	2957.896	2264.565	2299.543	2450.847	2505.893	2139.108	2392.78	2313.566	2330.846	2417.551
2960	-318.9126	-192.2394	-126.6732	710106.8	0.01840621	3037.382	0.0006049387	0.998492	0.999614	1.00038	1.00151	0.01759012	2966.259	2239.318	2281.942	2441.156	2527.79	2146.001	2408.132	2282.847	2308.483	2421.68
2970	-322.9092	-192.2394	-130.6697	349588.9	0.01890765	2989.27	0.000923248	0.997851	0.99945	1.00055	1.00215	0.01883492	2978.103	2265.684	2341.632	2474.458	2520.603	2133.264	2408.138	2313.495	2316.581	2400.041
2980	-328.3063	-192.2394	-136.0669	771450	0.01742273	3036.656	0.0007491912	0.998553	0.99963	1.00037	1.00145	0.01831908	2962.408	2261.633	2335.031	2455.331	2529.99	2129.617	2407.577	2267.524	2280.725	2388.795
2990	-339.7431	-192.2394	-147.5037	2173.446	0.01666489	3015.883	0.0003213293	0.972868	0.992905	1.00683	1.0274	0.01863457	2969.36	2265.967	2287.738	2469.361	2525.896	2131.895	2402.323	2362.236	2344.055	2421.586
3000	-331.143	-192.2392	-138.9038	78498.9	0.01866431	3036.119	0.0003213293	0.995467	0.998838	1.00116	1.00454	0.01775581	2970.615	2263.836	2302.195	2438.679	2516.24	2147.37	2394.624	2311.28	2297.817	2399.464
3010	-338.5429	-192.2394	-146.3035	212712	0.01864218	3052.102	0.0003763877	0.997245	0.999295	1.0007	1.00276	0.01973596	2953.629	2260.126	2332.959	2471.27	2516.481	2195.948	2402.386	2346.055	2327.777	2422.971
3020	-326.9371	-192.2456	-134.6915	415145.2	0.01743561	3055.722	0.0006651341	0.998028	0.999495	1.0005	1.00197	0.01686058	2976.331	2262.592	2344.236	2438.213	2548.541	2147.045	2402.539	2354.889	2316.836	2394.96
3030	-326.5999	-192.2394	-134.3604	116352.4	0.01929471	3085.977	0.0007136821	0.996276	0.999046	1.00095	1.00373	0.01839314	2961.279	2258.221	2346.149	2433.652	2501.738	2142.577	2395.975	2260.176	2299.176	2418.882
3040	-319.1397	-192.2394	-126.9003	685608.9	0.01915598	3053.482	0.0004636769	0.998465	0.999607	1.00039	1.00154	0.01978682	2961.77	2266.985	2257.192	2425.656	2512.02	2189.225	2397.582	2295.013	2341.959	2401.448
3050	-333.38	-192.2394	-141.1406	44165.04	0.01821927	3077.333	0.0003438828	0.993958	0.998449	1.00154	1.00605	0.01723791	2975.912	2232.208	2285.549	2464.784	2519.016	2172.676	2408.302	2311.955	2293.277	2384.612
3060	-323.3847	-192.2394	-131.1452	402732.1	0.01701037	3015.66	0.0005232969	0.997998	0.999488	1.00051	1.002	0.01795581	2961.373	2252.888	2255.122	2432.596	2526.086	2188.38	2398.707	2344.082	2305.254	2400.208
3070	-321.9219	-192.2392	-129.6827	987799	0.01972721	3010.689	0.0004827179	0.998721	0.999673	1.00033	1.00128	0.01817446	2959.328	2252.62	2313.418	2450.154	2546.134	2190.371	2405.559	2300.262	2265.297	2383.527
3080	-331.0649	-192.2394	-138.8254	21677.57	0.01862786	3032.943	0.000435038	0.99138	0.997782	1.00219	1.00865	0.01825184	2958.289	2267.087	2341.633	2470.202	2547.126	2166.079	2401.131	2297.02	2268.806	2406.024
3090	-331.3051	-192.2394	-139.0656	989991.6	0.02079238	3037.911	0.0004892728	0.998723	0.999673	1.00033	1.00128	0.02152702	2964.338	2273.572	2322.022	2457.272	2515.118	2144.938	2407.06	2350.093	2305.744	2380.457
3100	-323.2703	-192.2395	-131.0307	348741.9	0.01908609	3030.101	0.0005074462	0.997848	0.999449	1.00055	1.00215	0.01924267	2952.194	2252.571	2282.851	2425.135	2532.343	2140.441	2400.925	2346.313	2332.595	2422.188
3110	-336.0955	-192.2394	-143.8561	242438.7	0.02045267	3066.653	0.0005608805	0.99742	0.999339	1.00066	1.00258	0.02108407	2959.487	2219.561	2254.095	2473.285	2535.817	2155.708	2405.125	2267.301	2321.841	2416.859
3120	-315.7363	-192.2394	-123.4969	376707.2	0.01779506	3003.254	0.0007558796	0.99793	0.99947	1.00053	1.00207	0.01838424	2975.76	2247.558	2279.152	2470.957	2543.385	2143.393	2393.728	2348.415	2311.676	2395.144
3130	-322.5557	-192.2425	-130.3132	124830	0.01513851	2983.476	0.0003581181	0.996405	0.999079	1.00092	1.0036	0.016553	2958.412	2263.887	2329.387	2466.735	2535.011	2271.396	2408.564	2350.815	2317.02	2400.895
3140	-332.4899	-192.2394	-140.2504	167097.9	0.01654461	3012.435	0.0003834461	0.996892	0.999204	1.00079	1.00311	0.01822979	2956.413	2234.326	2265.331	2459.755	2535.479	2157.336	2394.229	2340.624	2317.715	2420.06
3150	-325.2337	-192.2396	-132.9941	765319.1	0.01643808	3050.142	0.0005630748	0.998547	0.999629	1.00037	1.00145	0.01970073	2959.286	2222.388	2293.639	2439.047	2504.857	2293.587	2392.852	2309.604	2339.977	2412.272
3160	-327.8054	-192.2394	-135.566	522212.1	0.01667172	3031.232	0.0006452306	0.998242	0.99955	1.00045	1.00176	0.01922303	2963.788	2250.703	2313.358	2445.409	2525.16	2152.944	2391.269	2357.677	2288.486	2401.961
3170	-332.2258	-192.2394	-139.9863	661531.6	0.0212861	3027.326	0.0005290225	0.998438	0.9996	1.0004	1.00156	0.02177708	2956.191	2250.894	2250.932	2444.444	2513.339	2140.113	2394.2	2340.427	2278.138	2383.858
3180	-335.0717	-192.2394	-142.8322	669282.2	0.02299783	3004.676	0.000153316	0.998447	0.999603	1.0004	1.00155	0.02256475	2974.691	2225.633	2251.605	2474.28	2504.173	2139.503	2402.531	2274.763	2337.456	2424.734
3190	-339.4426	-192.2394	-147.2032	686304	0.02171798	3017.709	0.000234428	0.998466	0.999608	1.00039	1.00153	0.0211567	2960.772	2228.156	2280.643	2437.78	2543.431	2304.833	2400.674	2345.212	2325.886	2397.167
3200	-328.0748	-192.2394	-135.8354	944393.2	0.02408307	3048.591	0.000897676	0.998692	0.999666	1.00033	1.00131	0.02196131	2974.438	2252.812	2323.178	2445.729	2515.561	2127.419	2401.605	2353.6	2326.159	2409.976
3210	-325.8263	-192.2388	-133.5875	811728.8	0.02204948	3043.51	0.001004693	0.99859	0.999639	1.00036	1.00141	0.02401757	2955.627	2250.81	2260.56	2431.031	2514.28	2129.48	2392.04	2347.241	2335.679	2390.872
3220	-333.3257	-192.2394	-141.0863	937466.5	0.02209227	2985.718	0.000546881	0.998687	0.999664	1.00034	1.00131	0.0199401	2978.455	2237.746	2271.032	2435.479	2544.559	2126.498	2396.874	2304.409	2255.816	2383.686
3230	-326.6764	-192.2394	-134.4369	548906.8	0.01709851	3032.679	0.0006635827	0.998285	0.999561	1.00044	1.00172	0.01933078	2969.616	2233.041	2307.209	2470.701	2506.859	2289.507	2407.449	2354.89	2288.324	2414.875
3240	-322.8513	-192.2394	-130.6118	409073.6	0.0200372	3064.673	0.0003652211	0.998013	0.999492	1.00051	1.00199	0.02116962	2967.207	2256.45	2326.844	2474.092	2545.076	2166.463	2401.01	2307.379	2303.481	2392.161
3250	-341.5533	-192.2394	-149.3139	156353.7	0.0191008	3086.352	0.0003082479	0.996787	0.999177	1.00082	1.00322	0.02248763	2972.614	2224.141	2315.846	2466.418	2542.606	2175.521	2394.101	2337.391	2281.793	2409.163
3260	-326.3111	-192.2394	-134.0716	895108.7	0.02121348	3056.033	0.0005599782	0.998657	0.999657	1.00034	1.00134	0.02282529	2958.491	2232.196	2334.527	2438.533	2522.203	2144.904	2402.057	2365.491	2346.749	2422.337
3270	-334.7968	-192.2394	-142.5574	844699	0.02345731	3042.25	0.0004008393	0.998617	0.999646	1.00035	1.00138	0.02300181	2957.522	2227.047	2283.993	2431.053	2521.469	2133.303	2401.63	2364.846	2308.873	2394.822
3280	-325.7494	-192.2394	-133.51	630249.7	0.02475299	3048.794	0.0006451647	0.998399	0.999591	1.00041	1.0016	0.02226134	2973.029	2231.339	2313.944	2457.615	2543.332	2271.025	2409.318	2300.545	2304.417	2414.783
3290	-328.004	-192.2394	-135.7645	790807.8	0.02511813	3073.323	0.0002906139	0.998571	0.999635	1.00036	1.00143	0.02340917	2974.318	2254.184	2325.874	2445.954	2523.321	2146.932	2399.269	2345.473	2273.72	2424.125
3300	-335.5485	-192.2394	-143.3091	198473.2	0.02356162	3089.218	0.0002714076	0.997148	0.99927	1.00073	1.00285	0.02326112	2957.76	2270.57	2255.256	2467.553	2545.301	2188.596	2390.833	2310.555	2259.154	2412.405
3310	-328.7633	-192.2394	-136.5238	540402.7	0.02422669	3035.382	0.0003810226	0.998271	0.999558	1.00044	1.00173	0.02060737	2962.514	2234.489	2293.522	2457.541	2547.28	2125.511	2403.327	2367.004	2273.26	2390.876
3320	-334.8406	-192.2394	-142.6012	375026.6	0.0239164	2994.569	0.0003396249	0.997925	0.999469	1.00053	1.00208	0.01949166	2958.489	2273.602	2349.769	2448.165	2545.258	2142.646	2392.954	2363.713	2314.253	2402.426
3330	-323.7347	-192.2632	-131.4715	882061.6	0.023181	3036.206	0.00053613	0.998647	0.999654	1.00035	1.00135	0.0180209	2958.533	2255.045	2312.34	2450.714	2506.092	2137.755	2405.32	2259.256	2318.432	2410.77
3340	-327.5595	-192.2394	-135.3201	541829.1	0.02149056	3078.117	0.0005353399	0.998274	0.999558	1.00044	1.00173	0.01857496	2974.197	2263.522	2296.083	2426.157	2533.268	2170.73	2393.432	2338.728	2297.329	2394.256
3350	-328.5149	-192.2395	-136.2755	613565.2	0.02106087	3087.186	0.0005664469	0.998378	0.999585	1.00041	1.00162	0.01871397	2956.443	2241.391	2349.885	2468.754	2547.182	2173.844	2396.638	2316.733	2341.167	2407.096
3360	-326.1043	-192.2396	-133.8647	412898.2	0.02245495	3089.098	0.0007525502	0.998023	0.999494	1.0005	1.00198	0.01641196	2958.443	2251.695	2264.743	2469.406	2541.029	2209.233	2402.709	2367.541	2300.749	2419.135
3370	-315.6817	-192.2394	-123.4423	335622.2	0.01898018	3070.845	0.0006960121	0.997807	0.999439	1.00056	1.00219	0.01829761	2960.08	2239.685	2323.007	2446.616	2519.325	2285.674	2404.017	2349.503	2317.471	2406.707
