Iteration	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
100	-324.1276	-192.4413	-131.6863	675439.5	0.1641073	3046.498	0.0002049274	0.998454	0.999605	1.00039	1.00155	0.1710981	2950.228	2233.249	2326.315	2459.563	2514.494	2255.105	2409.7	2345.555	2323.319	2411.399
110	-327.7051	-192.2394	-135.4657	712092	0.1733285	2998.452	0.0002037417	0.998494	0.999615	1.00038	1.00151	0.1700034	2954.243	2250.449	2347.429	2426.589	2523.573	2174.237	2393.176	2268.13	2296.671	2378.122
120	-327.8446	-192.2394	-135.6052	298656.8	0.1630932	2990.661	0.000134031	0.997675	0.999405	1.00059	1.00233	0.1598316	2954.385	2254.53	2345.531	2425.857	2529.739	2191.543	2409.739	2311.57	2348.662	2410.331
130	-328.3113	-192.2394	-136.0718	770604.7	0.1718784	3011.845	0.000404487	0.998552	0.99963	1.00037	1.00145	0.1696713	2960.25	2256.681	2259.234	2432.978	2507.022	2219.999	2401.997	2324.392	2324.215	2386.289
140	-336.4	-192.2394	-144.1605	358448.7	0.1744052	3023.749	0.0001134117	0.997878	0.999457	1.00054	1.00212	0.1714507	2955.215	2248.123	2348.219	2436.576	2526.302	2164.971	2391.846	2305.724	2274.224	2421.235
150	-330.0936	-192.2394	-137.8542	328172.3	0.1798434	3005.076	0.0001507879	0.997782	0.999432	1.00057	1.00222	0.1786119	2972.858	2259.198	2313.626	2430.178	2547.481	2167.303	2404.245	2349.694	2258.185	2422.89
160	-323.7325	-192.2394	-131.493	769253.3	0.1784168	2997.427	0.0003350389	0.998551	0.999629	1.00037	1.00145	0.1773829	2979.987	2215.479	2292.658	2461.069	2526.442	2288.268	2395.538	2357.854	2290.836	2415.392
170	-320.5489	-192.2394	-128.3095	531847.8	0.1801428	3037.904	0.0002889396	0.998258	0.999554	1.00044	1.00174	0.1758024	2962.775	2254.766	2306.075	2436.69	2505.18	2270.898	2407.49	2322.065	2336.033	2419.629
180	-333.2061	-192.2394	-140.9667	839902.7	0.1596522	3036.552	0.00017635	0.998613	0.999645	1.00035	1.00139	0.1586603	2963.656	2215.934	2266.086	2462.702	2527.705	2304.935	2395.803	2311.836	2339.601	2402.908
190	-326.8643	-192.2394	-134.6248	480138.4	0.1628489	3089.606	0.0002289918	0.998166	0.999531	1.00047	1.00184	0.1611926	2953.865	2214.629	2293.291	2447.727	2548.819	2284.961	2397.448	2304.453	2301.169	2389.403
200	-331.0311	-192.2394	-138.7916	39287.26	0.1613739	3077.218	0.0002014709	0.993594	0.998355	1.00163	1.00642	0.1606087	2973.884	2225.296	2325.57	2435.773	2515.683	2323.899	2406.12	2294.256	2304.898	2403.964
210	-331.959	-192.2394	-139.7196	89577.34	0.1604973	2981.95	0.0001777872	0.995756	0.998912	1.00108	1.00425	0.1629194	2961.821	2254.746	2292.821	2425.832	2526.384	2170.317	2394.912	2347.564	2322.466	2376.783
220	-329.8037	-192.2394	-137.5643	61402.62	0.1639167	3017.395	0.0002417626	0.994875	0.998685	1.00131	1.00513	0.1590943	2969.817	2274.381	2331.565	2449.547	2549.383	2136.64	2397.815	2297.181	2281.324	2388.87
230	-330.9537	-192.2394	-138.7142	115097.7	0.1477566	2995.988	0.0003209651	0.996256	0.999041	1.00095	1.00375	0.1458649	2963.498	2244.142	2312.187	2429.593	2531.269	2140.852	2404.61	2300.276	2294.137	2391.085
240	-329.0105	-192.2394	-136.771	657849.1	0.1370504	3069.271	0.000267199	0.998433	0.999599	1.0004	1.00157	0.1421443	2962.207	2221.917	2307.709	2470.802	2519.968	2162.106	2408.362	2283.534	2337.977	2403.088
250	-331.8136	-192.2394	-139.5742	575447.4	0.1351314	3072.702	0.0005081101	0.998325	0.999572	1.00043	1.00168	0.1383089	2954.48	2269.654	2251.049	2465.093	2545.114	2233.91	2396.967	2311.764	2320.791	2387.348
260	-328.1006	-192.2394	-135.8612	458538.1	0.1353099	3035.647	0.0003725877	0.998123	0.99952	1.00048	1.00188	0.1345371	2966.293	2257.235	2260.263	2463.919	2510.849	2169.455	2400.325	2353.51	2302.792	2386.594
270	-321.2134	-192.2394	-128.974	768433.8	0.1333215	3005.474	0.000475539	0.99855	0.999629	1.00037	1.00145	0.1355737	2977.445	2227.436	2346.945	2459.409	2501.635	2283.118	2394.989	2335.06	2324.266	2390.087
280	-325.4044	-192.2383	-133.1662	23454.1	0.1316897	2996.761	0.0005705713	0.991712	0.997868	1.00211	1.00831	0.1253694	2962.271	2255.271	2307.782	2445.111	2528.872	2149.698	2408.619	2262.556	2320.626	2416.998
290	-330.863	-192.2394	-138.6236	741243.1	0.1292167	3061.869	0.0001332893	0.998524	0.999623	1.00038	1.00148	0.1298466	2971.046	2260.249	2289.727	2447.623	2520.671	2143.568	2404.803	2279.863	2269.181	2382.843
300	-331.1588	-192.2394	-138.9194	904027.1	0.1263005	3078.989	0.0003568301	0.998663	0.999658	1.00034	1.00134	0.1264612	2952.388	2227.879	2303.817	2441.846	2500.651	2321.691	2391.078	2310.906	2324.946	2375.414
310	-331.3539	-192.2394	-139.1144	21406.38	0.1405135	3043.399	0.0001569759	0.991326	0.997768	1.00221	1.0087	0.1330121	2960.287	2222.851	2290.948	2443.788	2500.473	2131.998	2395.23	2260.557	2260.385	2375.444
320	-326.5305	-192.2394	-134.2911	388867	0.1409574	3068.911	0.0002188787	0.997962	0.999479	1.00052	1.00204	0.1421926	2978.351	2249.843	2295.696	2453.106	2525.546	2194.542	2402.289	2354.325	2324.642	2422.18
330	-326.8354	-192.2394	-134.596	671745.4	0.1454967	3040.218	0.0002387755	0.99845	0.999603	1.0004	1.00155	0.1448251	2974.584	2274.769	2343.077	2429.804	2531.256	2144.795	2408.408	2316.779	2338.214	2378.055
340	-330.8003	-192.2394	-138.5608	601725.9	0.1366138	3094.755	0.0002642516	0.998362	0.999581	1.00042	1.00164	0.1401235	2978.104	2232.753	2302.202	2469.257	2525.704	2217.476	2408.599	2304.149	2304.666	2404.06
350	-330.3912	-192.2394	-138.1517	825732.3	0.1376685	2982.628	0.0002586369	0.998602	0.999642	1.00036	1.0014	0.1393023	2950.61	2251.547	2291.995	2431.454	2524.743	2298.467	2406.694	2330.617	2309.405	2412.603
360	-327.9338	-192.2394	-135.6944	337852.4	0.138409	3051.953	0.0003504775	0.997814	0.999441	1.00056	1.00219	0.1380837	2965.151	2250.623	2309.838	2458.542	2528.615	2201.103	2405.716	2286.848	2333.995	2396.989
370	-328.8794	-192.2386	-136.6408	769307.1	0.138267	3074.509	0.0003531087	0.998551	0.999629	1.00037	1.00145	0.1388705	2957.464	2264.324	2345.815	2425.759	2526.671	2284.089	2404.629	2273.846	2290.535	2408.923
380	-325.2388	-192.2395	-132.9994	800818.4	0.1525884	3016.459	0.0002696063	0.99858	0.999637	1.00036	1.00142	0.1521214	2963.298	2257.065	2327.57	2454.514	2547.137	2169.887	2398.908	2356.758	2316.216	2416.832
390	-328.0688	-192.2394	-135.8293	345830.5	0.1602145	3072.365	0.0004382432	0.997839	0.999447	1.00055	1.00216	0.1613747	2976.802	2272.443	2311.25	2428.473	2536.379	2160.276	2401.464	2304.062	2325.379	2413.414
400	-326.0502	-192.2426	-133.8076	845855.7	0.156355	3007.744	0.0004934836	0.998618	0.999647	1.00035	1.00138	0.1610855	2973.371	2229.901	2255.881	2445.904	2514.32	2320.74	2399.027	2337.797	2307.628	2402.521
410	-333.3103	-192.2394	-141.0709	493338.8	0.1492043	3026.371	0.0001636345	0.998191	0.999537	1.00046	1.00181	0.1494992	2978.271	2212.245	2292.755	2437.672	2529.09	2242.278	2397.093	2257.647	2290.502	2393.871
420	-330.8999	-192.2394	-138.6604	212938.4	0.1493311	3033.253	0.0002117071	0.997247	0.999295	1.0007	1.00276	0.1485322	2954.277	2261.927	2264.676	2427.827	2511.076	2153.297	2393.371	2251.548	2288.413	2392.392
430	-330.6002	-192.2394	-138.3608	314074.7	0.1543847	3014.541	0.0002596738	0.997733	0.99942	1.00058	1.00227	0.1572316	2975.268	2269.132	2344.786	2472.384	2512.528	2227.994	2392.802	2255.121	2327.882	2408.31
440	-330.1041	-192.2394	-137.8646	147022.9	0.1408927	3000.84	0.0001995228	0.996687	0.999151	1.00084	1.00332	0.1446181	2966.847	2258.46	2280.847	2462.237	2549.181	2213.126	2401.121	2324.463	2299.755	2401.011
450	-332.7387	-192.2394	-140.4993	186023.1	0.1358706	3086.768	0.0001623863	0.997054	0.999246	1.00075	1.00295	0.1345533	2960.435	2257.748	2310.368	2473.309	2537.035	2170.363	2405.401	2364.633	2341.113	2416.394
460	-327.3272	-192.2394	-135.0878	53985.69	0.1314802	3035.352	0.0002058934	0.994535	0.998597	1.00139	1.00548	0.1309719	2972.133	2243.868	2313.1	2439.117	2547.332	2179.019	2390.047	2339.78	2262.24	2398.06
470	-334.9522	-192.2394	-142.7128	427987.2	0.1254218	3040.207	0.000205864	0.998058	0.999503	1.0005	1.00194	0.1234776	2952.524	2241.471	2314.803	2459.423	2515.008	2171.793	2400.712	2357.721	2347.716	2409.469
480	-323.5753	-192.2395	-131.3358	929073.5	0.1305667	3025.102	0.0003094762	0.998682	0.999663	1.00034	1.00132	0.1255724	2954.876	2248.162	2300.802	2469.202	2534.071	2140.855	2401.184	2251.386	2345.153	2379.649
490	-327.6927	-192.2394	-135.4533	388712.1	0.1246519	2990.278	0.0002166119	0.997962	0.999479	1.00052	1.00204	0.123272	2971.337	2250.839	2341.229	2469.523	2526.756	2172.857	2396.483	2270.245	2343.123	2404.025
500	-335.0467	-192.2394	-142.8073	80255.02	0.1191407	3064.531	0.0001976467	0.995517	0.99885	1.00114	1.00449	0.1161099	2967.712	2265.685	2267.879	2446.137	2503.63	2136.951	2398.214	2299.419	2324.851	2420.01
510	-328.4945	-192.2394	-136.2551	226629.4	0.1051388	3069.792	0.0002213457	0.997331	0.999317	1.00068	1.00267	0.1041142	2961.487	2252.272	2320.902	2453.443	2520.815	2212.179	2400.44	2325.566	2314.377	2420.89
520	-332.6634	-192.2394	-140.424	300447	0.102461	2982.57	0.0001586987	0.997682	0.999407	1.00059	1.00232	0.1034291	2956.3	2261.09	2254.361	2426.083	2529.996	2152.066	2391.071	2319.654	2326.54	2412.08
530	-327.648	-192.2392	-135.4088	56197.02	0.1075939	3022.067	0.000386173	0.994643	0.998625	1.00136	1.00537	0.1100433	2950.889	2246.483	2299.022	2445.152	2511.886	2143.958	2391.539	2293.057	2279.443	2414.086
540	-327.0057	-192.2394	-134.7662	840174.9	0.1167106	3022.588	0.0002758432	0.998614	0.999645	1.00035	1.00139	0.1112806	2973.661	2218.305	2333.633	2427.202	2534.726	2322.7	2404.807	2302.865	2291.51	2399.487
550	-335.7852	-192.2394	-143.5458	519054.9	0.1112216	2997.8	0.0002556258	0.998236	0.999549	1.00045	1.00176	0.1090622	2959.285	2253.42	2347.341	2451.048	2539.728	2317.204	2390.037	2338.98	2294.612	2385.733
560	-327.7538	-192.2394	-135.5144	751181.5	0.1056533	3016.431	0.0003020633	0.998534	0.999625	1.00037	1.00147	0.1089492	2970.594	2219.692	2255.913	2456.155	2527.833	2198.632	2392.527	2259.013	2348.741	2396.379
570	-319.5463	-192.2394	-127.3069	754240.9	0.09931887	2987.464	0.0006230051	0.998537	0.999626	1.00037	1.00146	0.1073854	2962.954	2254.619	2305.249	2454.999	2549.044	2304.645	2393.486	2365.177	2330.972	2390.112
580	-332.199	-192.2394	-139.9596	225083.6	0.09519739	3060.596	0.0003536714	0.997322	0.999314	1.00068	1.00268	0.0937796	2952.946	2235.61	2286.665	2458.592	2524.08	2169.111	2401.953	2296.259	2316.995	2385.649
590	-337.501	-192.2394	-145.2616	899928.9	0.0916079	3052.935	0.0002286132	0.99866	0.999657	1.00034	1.00134	0.08900836	2962.555	2214.615	2299.289	2453.96	2501.337	2312.044	2403.41	2261.925	2297.914	2410.275
600	-332.2306	-192.2394	-139.9912	899928.9	0.09035065	3066.12	0.0003563509	0.99866	0.999657	1.00034	1.00134	0.09308599	2958.739	2246.275	2276.74	2425.537	2542.258	2203.078	2405.48	2299.276	2275.339	2391.272
610	-327.6241	-192.2395	-135.3846	68192.1	0.08146277	3047.326	0.0004058218	0.995137	0.998753	1.00124	1.00487	0.08032126	2968.06	2229.841	2276.842	2428.002	2544.43	2270.102	2396.596	2307.276	2253.058	2407.832
620	-320.77	-192.2395	-128.5305	833639.5	0.08129527	2993.808	0.0002061652	0.998608	0.999644	1.00036	1.00139	0.08279425	2975.145	2221.076	2263.088	2427.756	2542.982	2308.335	2398.522	2300.086	2258.235	2411.14
630	-319.2324	-192.3578	-126.8746	290759.9	0.08218226	3007.236	0.0005360054	0.997644	0.999397	1.0006	1.00236	0.07918341	2959.961	2271.656	2278.896	2429.643	2530.892	2130.996	2403.553	2279.206	2264.981	2390.297
640	-322.1933	-192.2414	-129.9519	194671.8	0.09250476	2997.662	0.0003115348	0.997121	0.999263	1.00073	1.00288	0.08917935	2973.068	2252.364	2294.98	2451.681	2523.955	2165.72	2393.874	2297.44	2276.21	2388.58
650	-333.9043	-192.2394	-141.6649	990886.8	0.08771447	2981.843	0.0004813499	0.998723	0.999674	1.00033	1.00128	0.09128991	2974.134	2272.075	2341.514	2426.627	2526.325	2256.095	2395.99	2317.824	2307.822	2404.559
660	-328.1093	-192.2394	-135.8699	438978.6	0.09070186	3042.215	0.0002817861	0.998082	0.999509	1.00049	1.00192	0.09467173	2965.324	2241.423	2325.566	2461.6	2547.807	2175.126	2390.354	2357.992	2342.96	2420.503
670	-321.6461	-192.2394	-129.4066	902962.5	0.09732141	3006.141	0.0002438969	0.998663	0.999658	1.00034	1.00134	0.09433149	2964.697	2248.667	2307.119	2466.74	2542.357	2171.848	2397.085	2369.259	2281.4	2378.653
680	-322.6633	-192.239	-130.4243	305736.9	0.09642806	3057.234	0.000425885	0.997702	0.999412	1.00059	1.0023	0.09633424	2978.864	2210.989	2328.69	2463.148	2519.217	2323.679	2397.751	2334.904	2334.677	2414.754
690	-328.2295	-192.2394	-135.99	925703.4	0.09445437	3064.153	0.0004438818	0.998679	0.999662	1.00034	1.00132	0.09901409	2971.576	2249.041	2300.818	2433.235	2509.504	2209.337	2396.012	2354.992	2319.429	2408.726
700	-334.2327	-192.2394	-141.9933	352616.1	0.09611676	3073.091	0.0001515852	0.99786	0.999452	1.00055	1.00214	0.1002463	2979.07	2266.667	2262.848	2435.426	2529.247	2177.542	2399.321	2308.29	2294.254	2385.037
710	-326.9597	-192.2394	-134.7202	682954.9	0.09399003	3029.81	0.0003273197	0.998462	0.999607	1.00039	1.00154	0.09032824	2967.392	2253.457	2269.892	2437.525	2513.745	2296.994	2407.418	2280.805	2298.138	2404.872
720	-322.5976	-192.2394	-130.3582	917595.6	0.09177839	3047.071	0.0004119657	0.998673	0.999661	1.00034	1.00133	0.09145383	2959.079	2261.676	2262.413	2455.095	2521.262	2159.832	2391.92	2311.232	2301.204	2378.372
730	-327.5696	-192.2394	-135.3302	909159.3	0.09363777	3087.41	0.0005424944	0.998667	0.999659	1.00034	1.00133	0.09594115	2957.647	2271.594	2305.167	2445.862	2527.654	2221.207	2400.19	2338.669	2295.16	2408.26
740	-326.0754	-192.2394	-133.836	717401.4	0.08890193	2984.86	0.0006085685	0.9985	0.999616	1.00038	1.0015	0.0832345	2956.387	2265.4	2306.408	2434.553	2544.683	2125.719	2394.935	2266.055	2311.505	2417.915
750	-324.1909	-192.2394	-131.9514	782811	0.07761609	3023.142	0.0003103849	0.998564	0.999633	1.00037	1.00144	0.07999789	2950.611	2255.4	2328.634	2440.777	2522.04	2292.076	2397.704	2347.506	2320.77	2412.025
760	-328.2032	-192.2394	-135.9638	258960.4	0.07746726	3040.925	0.0003078025	0.997503	0.999361	1.00064	1.0025	0.079843	2974.15	2219.714	2328.255	2455.613	2514.921	2319.093	2403.451	2300.203	2308.634	2376.38
770	-330.4918	-192.2394	-138.2524	706276.8	0.07055338	3093.865	0.0004502978	0.998488	0.999613	1.00039	1.00151	0.07076967	2953.943	2240.2	2333.702	2442.113	2515.602	2164.813	2395.324	2340.556	2273.546	2391.543
780	-329.4398	-192.2639	-137.1759	370547	0.06399267	3018.434	0.0002453595	0.997913	0.999466	1.00053	1.00209	0.06319729	2960.877	2214.953	2270.135	2474.751	2547.123	2127.398	2405.76	2283.46	2303.286	2415.016
790	-329.0446	-192.2328	-136.8118	277187.4	0.0678601	3029.847	0.0003098286	0.997587	0.999382	1.00062	1.00242	0.06749678	2973.906	2232.149	2300.894	2449.971	2534.124	2156.137	2406.049	2339.281	2335.087	2396.68
800	-331.081	-192.2394	-138.8415	995036.7	0.0730017	3003.705	0.0003470514	0.998726	0.999674	1.00033	1.00127	0.0710274	2961.704	2257.858	2293.917	2460.416	2529.254	2147.308	2397.019	2369.979	2272.508	2381.026
810	-328.0388	-192.2394	-135.7993	269047.9	0.07177358	3087.629	0.0003423394	0.99755	0.999373	1.00062	1.00245	0.07253166	2970.502	2247.259	2325.568	2434.919	2516.221	2292.908	2395.797	2325.281	2284.34	2382.248
820	-332.5439	-192.2394	-140.3045	574242.6	0.077744	3079.184	0.000361169	0.998323	0.999571	1.00043	1.00168	0.08186212	2952.314	2252.709	2277.562	2473.096	2537.076	2127.038	2406.422	2340.612	2255.443	2383.727
830	-333.011	-192.2394	-140.7716	385693.1	0.08370704	3074.153	0.0003175656	0.997954	0.999476	1.00052	1.00205	0.08416377	2963.757	2255.099	2339.464	2443.796	2547.558	2151.044	2409.418	2362.24	2310.235	2395.008
840	-328.8698	-192.2394	-136.6303	673854.6	0.09430554	3085.825	0.0002195651	0.998452	0.999604	1.0004	1.00155	0.09382615	2951.001	2245.551	2337.147	2436.342	2524.432	2165.774	2406.528	2330.26	2266.344	2412.102
850	-328.9356	-192.2394	-136.6962	647808.1	0.08516102	3021.363	0.0002864789	0.998421	0.999596	1.0004	1.00158	0.0830854	2967.31	2248.794	2314.705	2434.102	2548.002	2150.279	2394.687	2364.166	2290.308	2409.365
860	-339.0835	-192.2394	-146.8441	601745.6	0.08559346	3028.652	0.0001457752	0.998362	0.999581	1.00042	1.00164	0.08559556	2953.59	2256.493	2341.943	2470.123	2533.098	2319.702	2394.801	2333.944	2333.288	2392.364
870	-328.9465	-192.2394	-136.707	427095.2	0.08704987	3004.656	0.0001749287	0.998056	0.999503	1.0005	1.00195	0.08490421	2955.513	2261.316	2294.951	2441.742	2530.586	2146.945	2405.12	2324.139	2315.146	2419.27
880	-330.4395	-192.2394	-138.2001	600537.4	0.08598259	3032.798	0.0002929946	0.99836	0.999581	1.00042	1.00164	0.08457435	2955.869	2269.845	2324.968	2458.393	2516.486	2128.839	2390.131	2293.378	2284.728	2381.419
890	-327.745	-192.2394	-135.5056	825364	0.07921164	2994.021	0.0003670363	0.998601	0.999642	1.00036	1.0014	0.07690333	2964.79	2243.313	2316.136	2468.498	2536.473	2285.919	2404.945	2267.715	2323.645	2378.62
900	-329.197	-192.2394	-136.9576	535417.5	0.0740707	3093.58	0.000504446	0.998263	0.999556	1.00044	1.00174	0.07256561	2956.723	2218.722	2274.58	2430.203	2523.599	2170.675	2399.313	2291.714	2345.036	2412.884
910	-332.8892	-192.2394	-140.6498	516697.9	0.07914391	3041.965	0.0003354915	0.998232	0.999548	1.00045	1.00177	0.08132339	2955.457	2238.114	2334.148	2474.729	2501.776	2144.661	2397.903	2252.692	2255.889	2410.231
920	-334.9671	-192.2394	-142.7276	678561.1	0.07766096	3037.189	0.0002610746	0.998457	0.999605	1.00039	1.00154	0.07587334	2979.766	2274.855	2311.901	2436.761	2520.034	2208.188	2407.661	2335.639	2297.029	2404.568
930	-330.6824	-192.2394	-138.4429	627162.7	0.0726639	3085.682	0.0003519048	0.998395	0.99959	1.00041	1.00161	0.07223336	2965.221	2243.09	2272.167	2471.16	2510.23	2134.767	2403.325	2325.489	2322.426	2378.216
940	-325.54	-192.2394	-133.3006	431566.4	0.07481082	3016.838	0.0002894924	0.998066	0.999505	1.00049	1.00194	0.07205839	2977.411	2273.508	2268.377	2443.013	2523.968	2146.902	2396.504	2320.301	2333.522	2389.828
950	-322.9152	-192.2394	-130.6757	69314.86	0.0835947	3061.645	0.0003149179	0.995176	0.998763	1.00123	1.00483	0.08491072	2955.161	2219.779	2286.113	2443.798	2543.19	2173.802	2395.341	2331.779	2297.966	2392.105
960	-328.0331	-192.2394	-135.7936	419729.8	0.08343259	2998.913	0.0002756665	0.998039	0.999498	1.0005	1.00196	0.08528824	2961.126	2256.044	2256.175	2455.133	2508.654	2190.4	2392.715	2368.963	2274.404	2412.841
970	-330.2876	-192.2394	-138.0481	407461.2	0.08217774	3085.197	0.0001367951	0.998009	0.999491	1.00051	1.00199	0.07854981	2977.407	2260.103	2325.608	2459.735	2514.174	2140.45	2409.982	2360.764	2345.13	2399.495
980	-340.803	-192.2394	-148.5636	732322.4	0.086937	3052.649	0.0001183697	0.998515	0.99962	1.00038	1.00149	0.08286418	2961.454	2269.569	2254.86	2458.242	2524.966	2131.044	2399.229	2262.881	2315.37	2419.862
990	-334.0936	-192.3158	-141.7778	4936.57	0.0767373	3088.492	0.0001025063	0.981967	0.995321	1.00456	1.01815	0.0776847	2969.645	2246.26	2301.447	2454.834	2500.374	2129.965	2409.166	2332.259	2306.797	2413.858
1000	-324.7622	-192.2394	-132.5228	23130.34	0.0700172	3035.223	0.0002060442	0.991655	0.997853	1.00212	1.00837	0.07135573	2975.36	2265.505	2289.269	2452.123	2538.17	2160.053	2402.847	2258.856	2321.105	2396.982
1010	-330.1865	-192.2394	-137.9471	658713.8	0.0636742	3038.925	0.0002949159	0.998434	0.9996	1.0004	1.00157	0.06757667	2963.19	2231.516	2327.661	2444.479	2538.261	2126.116	2407.307	2335.65	2348.247	2407.076
1020	-333.7982	-192.2394	-141.5588	949742.8	0.06948223	3092.161	0.0002524738	0.998696	0.999667	1.00033	1.0013	0.06813159	2974.924	2228.425	2282.607	2459.418	2502.879	2128.441	2394.21	2289.263	2267.829	2423.044
1030	-328.595	-192.2394	-136.3556	859944.9	0.05778654	3096.525	0.0005293671	0.99863	0.99965	1.00035	1.00137	0.05902336	2972.615	2230.495	2339.704	2446.535	2514.09	2259.194	2393.532	2276.628	2320.74	2420.654
1040	-320.1443	-192.2394	-127.9048	281989.7	0.06124019	3090.571	0.0005293671	0.997607	0.999388	1.00061	1.00239	0.06156047	2968.408	2251.987	2285.739	2464.323	2514.448	2319.627	2403.3	2362.03	2345.153	2419.815
1050	-320.7774	-192.2394	-128.5379	628710.9	0.06730748	3024.36	0.000279485	0.998397	0.99959	1.00041	1.0016	0.06629322	2953.779	2224.199	2336.089	2442.665	2536.24	2315.992	2407.954	2297.181	2335.696	2397.364
1060	-329.3659	-192.2394	-137.1264	529114.8	0.06710668	3079.96	0.0001914903	0.998253	0.999553	1.00045	1.00175	0.07081869	2953.632	2219.322	2349.93	2462.302	2526.325	2285.052	2391.731	2315.961	2313.634	2379.822
1070	-331.951	-192.2394	-139.7116	709807.3	0.06997534	3025.263	0.0006149716	0.998492	0.999614	1.00038	1.00151	0.07070645	2955.664	2260.082	2320.944	2440.296	2515.005	2161.439	2395.567	2335.672	2312.105	2399.472
1080	-325.4756	-192.2394	-133.2362	245313.4	0.07568803	2991.179	0.0003059804	0.997435	0.999343	1.00065	1.00257	0.07211901	2956.231	2260.494	2290.867	2472.853	2521.203	2173.248	2398.908	2285.969	2307.36	2404.483
1090	-336.1778	-192.2394	-143.9384	991105.4	0.07313098	3060.705	0.0002898352	0.998723	0.999674	1.00033	1.00128	0.07660895	2959.434	2230.735	2304.015	2427.906	2523.803	2141.057	2400.913	2365.271	2324.542	2415.741
1100	-328.8061	-192.2388	-136.5673	972691.9	0.07446316	3018.515	0.0003542525	0.998711	0.999671	1.00033	1.00129	0.07038051	2969.152	2259.203	2313.69	2474.262	2509.381	2143.802	2390.59	2252.564	2270.095	2390.453
1110	-330.1283	-192.3569	-137.7715	122161.3	0.06842099	3043.257	0.0001715869	0.996366	0.999069	1.00093	1.00364	0.06757223	2970.047	2255.008	2256.637	2430.649	2537.169	2127.736	2392.027	2350.293	2257.102	2400.457
1120	-329.8831	-192.2395	-137.6436	93581.29	0.0677475	2992.241	0.0003168142	0.995848	0.998936	1.00106	1.00416	0.06856892	2952.414	2254.061	2274.983	2437.567	2518.13	2174.473	2401.175	2294.282	2337.095	2387.398
1130	-328.0364	-192.2394	-135.797	117339	0.06675528	3037.436	0.0003115545	0.996292	0.99905	1.00095	1.00371	0.06743443	2957.331	2214.231	2336.656	2427.158	2503.112	2179.995	2407.517	2317.527	2259.36	2408.747
1140	-324.2002	-192.2395	-131.9607	544223	0.07275684	3039.809	0.0003710576	0.998277	0.999559	1.00044	1.00172	0.06854166	2979.222	2239.215	2332.249	2445.181	2542.067	2204.214	2399.408	2347.398	2261.19	2378.588
