Iteration	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
5240	-330.5894	-192.3059	-138.2835	215084.1	0.06551499	3066.069	0.0005930031	0.997261	0.999299	1.0007	1.00274	0.06302201	2967.674	2263.38	2265.55	2471.531	2512.202	2139.316	2391.696	2252.634	2288.881	2405.506
5250	-332.1097	-192.2394	-139.8702	615936.4	0.06511735	3050.608	0.0002512954	0.998381	0.999586	1.00041	1.00162	0.0665227	2979.853	2260.036	2341.296	2447.927	2516.676	2183.91	2392.886	2288.038	2316.387	2378.884
5260	-335.3495	-192.2394	-143.1101	498225.8	0.06255973	3077.065	0.0003802188	0.9982	0.999539	1.00046	1.0018	0.06841478	2967.878	2272.782	2269.161	2471.156	2504.37	2155.973	2390.868	2357.161	2319.612	2423.366
5270	-333.262	-192.2394	-141.0225	850557.1	0.06095074	3017.849	0.0005148241	0.998622	0.999648	1.00035	1.00138	0.06047839	2954.491	2238.618	2288.851	2456.975	2503.825	2249.562	2395.986	2324.141	2341.391	2406.102
5280	-328.9049	-192.2394	-136.6654	559212.5	0.05754651	3046.037	0.000356778	0.998301	0.999565	1.00043	1.0017	0.05901882	2958.524	2224.572	2332.317	2461.613	2510.762	2185.089	2392.053	2359.462	2285.815	2394.206
5290	-331.2165	-192.2394	-138.977	739229.5	0.0628006	3054.037	0.0002927648	0.998522	0.999622	1.00038	1.00148	0.06539763	2958.721	2252.476	2276.257	2454.403	2531.918	2149.581	2397.465	2309.333	2290.485	2395.82
5300	-325.9574	-192.2394	-133.7179	889590.5	0.06487185	3001.641	0.0005447857	0.998653	0.999655	1.00034	1.00135	0.0636149	2969.949	2226.634	2268.066	2458.397	2542.117	2183.044	2394.762	2343.837	2347.392	2417.195
5310	-326.295	-192.2394	-134.0555	960749.8	0.06617769	3090.847	0.0002328019	0.998703	0.999668	1.00033	1.0013	0.06149264	2975.5	2257.802	2294.856	2441.884	2524.355	2179.361	2401.057	2266.118	2307.995	2411.28
5320	-325.7676	-192.2394	-133.5282	489649.7	0.06458514	2994.501	0.000564529	0.998184	0.999535	1.00046	1.00182	0.06211085	2965.448	2254.792	2293.968	2446.562	2520.319	2234.076	2406.143	2351.52	2309.37	2390.814
5330	-320.9921	-192.2368	-128.7553	675268.9	0.0629588	2981.368	0.0003366402	0.998454	0.999604	1.00039	1.00155	0.06121258	2974.17	2227.373	2347.338	2452.417	2520.952	2148.138	2401.709	2286.012	2294.63	2402.48
5340	-336.5388	-192.2394	-144.2994	33535.08	0.0706162	2996.242	0.0003078492	0.993067	0.998219	1.00176	1.00695	0.06588785	2975.501	2254.745	2283.568	2457.215	2508.442	2135.03	2403.9	2352.413	2307.918	2375.562
5350	-331.3619	-192.2394	-139.1225	496655.8	0.06070328	3000.221	0.0005374366	0.998197	0.999539	1.00046	1.0018	0.06525872	2950.188	2228.325	2280.09	2437.614	2524.041	2129.659	2409.002	2351.269	2297.984	2414.144
5360	-329.7684	-192.2394	-137.5289	44545.98	0.05924708	3024.459	0.0001629906	0.993984	0.998455	1.00153	1.00603	0.05931346	2975.483	2232.972	2342.747	2434.219	2505.75	2294.132	2405.798	2342.681	2320.931	2415.839
5370	-334.4937	-192.2394	-142.2542	803251.5	0.06603788	3066.949	0.0003233372	0.998582	0.999637	1.00036	1.00142	0.06450268	2979.741	2225.482	2342.445	2440.124	2526.597	2313.155	2394.118	2365.923	2315.55	2416.186
5380	-330.6544	-192.2394	-138.415	297839	0.06022109	3013.717	0.0002312745	0.997672	0.999404	1.00059	1.00233	0.06206835	2977.752	2222.266	2267.659	2473.049	2531.017	2309.514	2391.35	2361.963	2325.046	2387.897
5390	-328.1988	-192.2395	-135.9593	841728.1	0.06568705	3011.997	0.000284719	0.998615	0.999646	1.00035	1.00139	0.0614125	2975.44	2236.175	2266.379	2473.64	2514.88	2169.248	2390.704	2362.143	2320.3	2408.639
5400	-335.2437	-192.2394	-143.0042	403627	0.05928147	3000.513	0.0001640688	0.998	0.999488	1.00051	1.002	0.0635156	2964.144	2224.94	2329.828	2466.018	2519.007	2195.856	2401.488	2312.738	2316.457	2424.992
5410	-326.9038	-192.2394	-134.6643	12024.27	0.0657288	3014.729	0.000386045	0.988432	0.997016	1.00294	1.01162	0.06477563	2978.421	2228.943	2343.107	2440.617	2542.003	2300.399	2400.142	2279.501	2338.068	2386.714
5420	-329.9062	-192.2395	-137.6668	506372.8	0.06589531	3035.131	0.0003666827	0.998214	0.999543	1.00046	1.00179	0.06767731	2972.728	2254.665	2310.324	2469.232	2533.226	2132.507	2391.664	2339.912	2305.188	2382.74
5430	-327.0978	-192.2394	-134.8584	876034.2	0.06728204	3025.878	0.000236969	0.998642	0.999653	1.00035	1.00136	0.0674516	2955.753	2260.177	2349.886	2434.578	2532.731	2132.507	2402.311	2258.309	2323.695	2386.257
5440	-332.5155	-192.2394	-140.2761	818515.7	0.05967368	3004.503	0.0002426064	0.998595	0.999641	1.00036	1.00141	0.06026705	2958.226	2260.054	2345.235	2468.486	2532.041	2147.655	2406.4	2288.267	2291.384	2413.785
5450	-332.7056	-192.2394	-140.4661	775925.2	0.06003305	3053.648	0.0001678917	0.998557	0.999631	1.00037	1.00144	0.05971804	2979.992	2233.617	2250.33	2446.468	2525.707	2290.846	2400.968	2327.995	2327.374	2395.1
5460	-328.9614	-192.2394	-136.722	442708.2	0.06452262	3042.617	0.0004257825	0.99809	0.999511	1.00049	1.00191	0.06472875	2960.159	2252.498	2324.259	2452.712	2500.652	2265.653	2397.972	2357.787	2332.767	2419.825
5470	-326.1012	-192.2394	-133.8617	341511.7	0.0591944	3022.844	0.0005393882	0.997826	0.999444	1.00055	1.00218	0.06121056	2961.781	2211.498	2314.896	2434.072	2521.888	2280.891	2409.225	2290.844	2345.284	2414.194
5480	-332.1249	-192.2394	-139.8854	806917.1	0.05559736	3050.727	0.0002209789	0.998585	0.999638	1.00036	1.00142	0.05762845	2972.191	2243.469	2323.21	2431.362	2516.279	2141.17	2396.111	2340.451	2337.662	2377.374
5490	-327.2363	-192.2394	-134.9968	32507.2	0.05339067	3098.375	0.0006166178	0.992959	0.998191	1.00179	1.00706	0.05866932	2975.731	2242.39	2348.684	2449.675	2500.67	2162.911	2395.02	2320.74	2326.6	2390.721
5500	-328.7198	-192.2394	-136.4804	830982.2	0.05471117	3075.67	0.0004866076	0.998606	0.999644	1.00036	1.00139	0.05813517	2974.225	2264.488	2307.207	2459.725	2548.117	2216.19	2407.395	2367.335	2334.854	2410.473
5510	-322.0224	-192.2394	-129.783	885016.2	0.05662203	3089.496	0.0004478797	0.998649	0.999655	1.00034	1.00135	0.05569806	2968.859	2226.632	2288.482	2453.477	2536.58	2136.136	2405.082	2278.458	2331.885	2410.554
5520	-331.6825	-192.2394	-139.443	84171.42	0.05808997	3024.694	0.0001813706	0.995622	0.998878	1.00112	1.00438	0.05656616	2976.078	2257.842	2282.033	2463.995	2534.716	2192.561	2392.258	2292.325	2262.322	2376.895
5530	-318.7646	-192.2396	-126.525	458312.9	0.0591825	3043.976	0.0004649766	0.998123	0.99952	1.00048	1.00188	0.05862743	2971.311	2249.331	2271.187	2437.514	2513.815	2151.78	2394.799	2286.583	2301.848	2375.351
5540	-323.0748	-192.2394	-130.8354	177308.2	0.0547036	3044.188	0.000531263	0.996983	0.999227	1.00077	1.00302	0.06139914	2973.055	2269.821	2339.855	2451.678	2511.851	2168.797	2404.818	2288.246	2282.737	2406.479
5550	-329.4609	-192.2394	-137.2215	115497.7	0.05731788	3066.176	0.0004312525	0.996262	0.999042	1.00095	1.00374	0.05658103	2955.369	2271.634	2280.376	2455.668	2537.491	2165.414	2396.817	2354.987	2296.349	2389.659
5560	-337.2662	-192.2394	-145.0268	714970	0.05508163	3053.291	0.0002803631	0.998497	0.999616	1.00038	1.0015	0.05738925	2954.485	2235.211	2321.507	2444.54	2530.158	2322.206	2397.002	2330.31	2301.671	2424.17
5570	-326.4356	-192.2394	-134.1961	618765.9	0.05401206	2991.156	0.0005531851	0.998385	0.999587	1.00041	1.00162	0.05791729	2955.654	2219.996	2331.174	2463.353	2521.195	2290.331	2394.338	2272.338	2297.125	2420.978
5580	-327.7286	-192.2394	-135.4891	836699.5	0.05461668	3009.975	0.0006115681	0.998611	0.999645	1.00035	1.00139	0.05688403	2952.997	2237.814	2319.271	2459.595	2548.078	2167.672	2400.111	2367.401	2284.939	2398.172
5590	-332.1776	-192.2398	-139.9379	527423.3	0.05675779	3078.965	0.0005562513	0.99825	0.999552	1.00045	1.00175	0.05895126	2962.762	2219.222	2284.754	2432.622	2529.056	2274.583	2409.56	2301.77	2269.373	2395.414
5600	-329.0354	-192.2394	-136.796	214871.4	0.06091463	3006.842	0.0005667355	0.997259	0.999298	1.0007	1.00274	0.0626911	2955.887	2248.479	2295.39	2456.615	2507.582	2145.064	2390.433	2345.524	2342.587	2407.625
5610	-322.6763	-192.2397	-130.4367	876712.4	0.0596332	3066.037	0.0003173412	0.998643	0.999653	1.00035	1.00136	0.06118153	2966.108	2241.936	2319.159	2435.937	2548.126	2165.887	2403.618	2336.968	2325.309	2380.201
5620	-331.8657	-192.2394	-139.6262	33690.77	0.06352651	3088.929	0.0004367088	0.993083	0.998223	1.00176	1.00693	0.06452698	2964.281	2212.013	2342.849	2452.689	2542.673	2257.477	2397.457	2361.616	2320.557	2378.807
5630	-332.25	-192.2394	-140.0105	901565.8	0.07014082	3068.355	0.0003729405	0.998662	0.999658	1.00034	1.00134	0.07044489	2963.342	2241.925	2327.66	2470.745	2521.178	2176.009	2398.785	2359.208	2296.106	2392.95
5640	-332.3166	-192.2394	-140.0772	919335.5	0.0767674	3054.089	0.0005965429	0.998675	0.999661	1.00034	1.00133	0.0787961	2950.689	2216.655	2347.666	2455.454	2541.715	2303.291	2404.542	2332.221	2342.84	2395.095
5650	-330.6124	-192.2395	-138.3729	238755.6	0.07926982	3023.814	0.0003174923	0.9974	0.999334	1.00066	1.0026	0.08373173	2963.231	2254.324	2347.663	2461.678	2502.889	2191.554	2409.175	2266.536	2328.855	2401.553
5660	-333.9228	-192.2394	-141.6834	644399.7	0.0840834	2985.863	0.0001450825	0.998417	0.999595	1.0004	1.00158	0.08581832	2965.357	2217.163	2285.596	2429.458	2537.272	2140.529	2407.033	2255.284	2297.687	2393.998
5670	-329.5458	-192.2394	-137.3064	699301.8	0.07923451	3053.213	0.0002706457	0.99848	0.999611	1.00039	1.00152	0.07893843	2969.078	2211.796	2284.245	2438.667	2547.029	2266.941	2396.583	2262.418	2348.764	2390.548
5680	-326.2391	-192.2394	-133.9997	188632.2	0.08142782	3079.13	0.0005676197	0.997075	0.999251	1.00075	1.00293	0.07455257	2972.791	2226.259	2340.458	2434.756	2508.187	2183.131	2401.992	2345.206	2330.27	2399.644
5690	-318.9621	-192.2395	-126.7226	761244.3	0.07953238	3092.892	0.0003892299	0.998544	0.999628	1.00037	1.00146	0.0813914	2961.332	2262.249	2319.314	2427.225	2535.148	2228.548	2401.641	2309.348	2253.588	2422.585
5700	-326.6968	-192.2388	-134.458	83477.3	0.07809336	3037.454	0.0001611865	0.995604	0.998873	1.00112	1.0044	0.08004218	2959.424	2249.907	2292.916	2465.386	2506.757	2283.226	2391.559	2365.497	2260.813	2382.063
5710	-335.5367	-192.2395	-143.2972	618823.8	0.07816311	3068.83	0.0001325068	0.998385	0.999587	1.00041	1.00162	0.07941568	2956.855	2249.32	2300.324	2426.974	2536.399	2167.907	2393.083	2320.225	2321.613	2407.131
5720	-337.7372	-192.2394	-145.4978	119578.5	0.08077588	3063.231	0.0002922231	0.996327	0.999059	1.00094	1.00368	0.0805459	2961.193	2235.1	2335.096	2450.493	2511.846	2165.355	2404.492	2298.594	2336.83	2376.367
5730	-330.1092	-192.2394	-137.8698	794184.7	0.0810685	3009.931	0.0001650431	0.998574	0.999635	1.00036	1.00143	0.08330468	2952.482	2273.998	2309.273	2429.745	2536.74	2170.032	2396.697	2345.226	2308.566	2397.071
5740	-331.3617	-192.2394	-139.1222	713023.8	0.07382032	3002.344	0.0002891992	0.998495	0.999615	1.00038	1.00151	0.07324892	2960.855	2244.967	2336.017	2471.001	2517.867	2148.644	2404.248	2361.093	2341.82	2417.026
5750	-322.0941	-192.2394	-129.8547	726385.5	0.07029624	2994.388	0.0004957699	0.998509	0.999619	1.00038	1.00149	0.06879784	2962.63	2219.054	2328.866	2434.81	2542.482	2140.127	2405.047	2289.131	2349.039	2379.885
5760	-326.3544	-192.2394	-134.115	298151.6	0.0618622	3022.508	0.0002612856	0.997673	0.999404	1.00059	1.00233	0.06165799	2961.935	2258.828	2316.755	2474.659	2505.73	2152.034	2391.547	2333.589	2283.908	2419.536
5770	-320.2298	-192.2388	-127.9909	222454.3	0.06494992	3016.502	0.0004236094	0.997306	0.99931	1.00069	1.0027	0.0606986	2965.891	2238.557	2292.009	2431.167	2536.587	2318.153	2405.855	2362.153	2328.114	2381.2
5780	-327.8895	-192.2394	-135.6501	438004.2	0.0675022	3011.601	0.0003277676	0.99808	0.999509	1.00049	1.00192	0.06667889	2976.639	2267.279	2281.082	2460.767	2501.085	2229.05	2395.21	2288.193	2327.805	2375.149
5790	-326.615	-192.2394	-134.3755	583137.3	0.06651626	3020.076	0.0004151365	0.998336	0.999574	1.00042	1.00167	0.06684713	2957.537	2230.716	2335.674	2458.485	2537.729	2127.068	2392.121	2340.023	2329.123	2419.752
5800	-326.8185	-192.2394	-134.579	674124.8	0.06958786	3098.379	0.0003677049	0.998452	0.999604	1.0004	1.00155	0.06750156	2957.575	2221.016	2261.381	2426.294	2535.577	2157.297	2401.906	2261.826	2349.068	2381.269
5810	-327.3376	-192.2394	-135.0982	976630.4	0.06893617	3005.87	0.0006239802	0.998714	0.999671	1.00033	1.00129	0.06626361	2964.889	2224.416	2276.756	2435.058	2539.953	2313.087	2395.707	2268.098	2327.031	2389.221
5820	-327.6677	-192.2403	-135.4274	196371.6	0.06211382	3082.898	0.0004963864	0.997133	0.999266	1.00073	1.00287	0.06967861	2979.422	2253.72	2335.38	2474.147	2522.959	2299.54	2403.351	2280.428	2314.259	2407.043
5830	-331.423	-192.2394	-139.1835	115330.9	0.06598651	3035.262	0.0005821631	0.99626	0.999042	1.00095	1.00375	0.06815127	2967.197	2249.492	2338.287	2460.246	2530.283	2141.235	2393.02	2369.736	2283.557	2400.716
5840	-333.8783	-192.2394	-141.6388	830311.9	0.06432976	3087.012	0.0003273974	0.998605	0.999643	1.00036	1.0014	0.07143084	2973.661	2226.712	2263.235	2437.362	2541.632	2140.51	2405.843	2344.869	2343.981	2408.499
5850	-333.7756	-192.2394	-141.5362	242356.3	0.06942099	3025.261	0.0004105096	0.997419	0.999339	1.00066	1.00258	0.07080438	2968.769	2265.62	2348.059	2444.392	2531.853	2164.078	2391.557	2268.287	2298.389	2400.797
5860	-331.5889	-192.2394	-139.3495	778457.6	0.07649056	3017.682	0.0004549279	0.99856	0.999632	1.00037	1.00144	0.07107612	2950.254	2220.814	2318.127	2441.491	2501.818	2322.604	2405.741	2307.292	2299.308	2386.729
5870	-328.2985	-192.2394	-136.0591	404030.7	0.06885315	3055.014	0.0004728025	0.998001	0.999489	1.00051	1.002	0.06731158	2975.924	2228.892	2273.764	2467.522	2514.919	2196.624	2402.24	2357.929	2334.42	2406.693
5880	-336.6904	-192.2394	-144.4509	7631.934	0.06957664	3042.741	0.0004727934	0.985488	0.996246	1.00368	1.01459	0.06997301	2953.759	2215.102	2288.358	2436.777	2505.023	2153.611	2398.391	2346.745	2285.362	2387.462
5890	-323.6958	-192.2394	-131.4564	14577.41	0.0676985	3056.036	0.0002835188	0.989492	0.997291	1.00267	1.01055	0.06944038	2975.531	2214.452	2318.936	2425.265	2527.944	2165.25	2399.794	2345.903	2256.715	2391.895
5900	-330.6643	-192.2394	-138.4248	289703.8	0.07597842	3018.881	0.0001724819	0.997639	0.999396	1.0006	1.00236	0.07103587	2956.377	2225.908	2314.636	2463.834	2514.139	2293.323	2400.837	2325.601	2346.486	2418.266
5910	-327.4839	-192.2394	-135.2444	344759.1	0.07696761	3044.43	0.0006495658	0.997836	0.999446	1.00055	1.00217	0.07699414	2966.19	2215.283	2347.802	2427.384	2512.173	2188.459	2394.525	2312.463	2332.546	2409.814
5920	-328.9384	-192.2394	-136.6989	290092.2	0.07701107	3078.808	0.0003696983	0.997641	0.999396	1.0006	1.00236	0.07824116	2952.79	2268.891	2310.342	2464.884	2510.238	2156.146	2395.566	2336.032	2274.266	2385.524
5930	-327.6626	-192.2394	-135.4232	27109.12	0.07188941	3020.725	0.0004742247	0.99229	0.998018	1.00196	1.00773	0.06987138	2978.697	2237.05	2303.411	2429.02	2538.952	2126.711	2398.513	2328.08	2342.083	2408.615
5940	-332.7995	-192.2394	-140.56	143201	0.06974672	3007.876	0.0001664709	0.996643	0.99914	1.00086	1.00336	0.0726533	2968.117	2249.276	2282.592	2439.387	2507.701	2128.482	2404.726	2348.629	2273.175	2414.133
5950	-333.4871	-192.2394	-141.2477	136428.1	0.0761235	3076.184	0.0003401489	0.996561	0.999119	1.00088	1.00344	0.07840335	2952.313	2252.022	2346.478	2463.343	2503.272	2211.208	2400.35	2306.844	2337.167	2391.536
5960	-333.1627	-192.2394	-140.9232	810267.4	0.07726707	2998.66	0.0001978224	0.998588	0.999639	1.00036	1.00141	0.07335003	2961.585	2241.221	2254.497	2431.772	2531.949	2129.629	2396.48	2304.962	2261.463	2397.518
5970	-327.9058	-192.2394	-135.6664	692363.5	0.07180823	3065.508	0.000202908	0.998473	0.999609	1.00039	1.00153	0.07593243	2965.106	2267.356	2346.589	2431.063	2548.583	2216.289	2395.01	2347.789	2337.317	2420.606
5980	-332.8232	-192.2394	-140.5837	175511.2	0.0705675	2986.416	0.0003858014	0.996968	0.999223	1.00077	1.00304	0.07167	2963.818	2235.756	2290.23	2471.1	2518.418	2183.45	2408.501	2369.548	2326.047	2418.726
5990	-332.1496	-192.2394	-139.9102	376165.7	0.0676557	3014.284	0.0004196174	0.997928	0.99947	1.00053	1.00207	0.06523663	2951.659	2238.035	2332.807	2451.308	2531.662	2133.579	2394.695	2299.216	2325.032	2424.644
6000	-323.1605	-192.2392	-130.9213	275350	0.06328769	3005.883	0.0003285911	0.997579	0.99938	1.00062	1.00242	0.06505913	2968.044	2269.78	2272.251	2459.943	2538.464	2146.958	2403.996	2274.532	2339.305	2419.284
6010	-322.5897	-192.2394	-130.3503	246996.3	0.07017771	3044.537	0.0003801563	0.997444	0.999346	1.00065	1.00256	0.06542111	2955.638	2211.738	2332.673	2442.876	2525.751	2161.691	2402.77	2326.325	2307.167	2398.58
6020	-328.017	-192.2394	-135.7776	117913.8	0.06049293	2981.914	0.0003130075	0.996301	0.999052	1.00094	1.0037	0.06638599	2965.275	2245.856	2310.493	2464.023	2537.526	2156.299	2401.761	2342.61	2328.835	2421.464
6030	-325.9711	-192.2395	-133.7315	278505.9	0.06353501	2992.502	0.0007673064	0.997592	0.999384	1.00061	1.00241	0.06834241	2953.944	2247.806	2327.088	2452.199	2529.272	2142.593	2399.848	2357.538	2316.756	2393.107
6040	-329.2168	-192.2394	-136.9774	157306.5	0.06374038	3035.605	0.0003015157	0.996797	0.99918	1.00082	1.00321	0.06709876	2978.544	2264.375	2255.621	2441.757	2527.482	2150.962	2395.484	2266.616	2284.837	2418.228
6050	-339.5261	-192.2394	-147.2867	466127.5	0.06513726	3018.864	0.0002617384	0.998139	0.999524	1.00047	1.00186	0.06594073	2962.973	2215.522	2347.494	2455.728	2501.424	2278.062	2401.883	2332.296	2287.132	2414.371
6060	-326.1765	-192.2394	-133.9371	175886.4	0.06013294	3060.671	0.0007164841	0.996971	0.999224	1.00077	1.00303	0.06081162	2961.695	2237.098	2345.787	2426.453	2538.973	2287.202	2399.035	2311.769	2344.119	2394.694
6070	-330.8226	-192.2394	-138.5832	361911.1	0.06434379	3009.708	0.0004043404	0.997888	0.99946	1.00054	1.00211	0.06315033	2966.233	2230.512	2330.086	2469.347	2533.101	2309.476	2393.774	2266.842	2290.347	2406
6080	-330.4957	-192.2394	-138.2562	592626.3	0.06800532	3083.922	0.0002436464	0.998349	0.999578	1.00042	1.00165	0.0655743	2977.171	2271.854	2349.839	2431.427	2500.09	2135.752	2399.578	2261.741	2298.813	2385.311
6090	-322.9897	-192.2492	-130.7405	606352.4	0.06261864	2989.044	0.0003332919	0.998368	0.999583	1.00042	1.00163	0.06605031	2975.279	2272.179	2290.341	2432	2542.235	2180.079	2401.372	2277.052	2345.44	2424.871
6100	-329.1157	-192.2412	-136.8745	311496.2	0.06726232	3030.243	0.0001982771	0.997723	0.999417	1.00058	1.00228	0.06679216	2964.656	2269.927	2307.05	2447.235	2516.661	2167.184	2405.369	2336.027	2320.554	2424.31
6110	-340.7646	-192.2394	-148.5252	155549.5	0.06833064	3084.302	0.0002497915	0.996779	0.999175	1.00082	1.00322	0.06422994	2975.574	2254	2334.339	2442.599	2504.712	2134.413	2394.611	2316.352	2262.79	2404.105
6120	-328.9703	-192.2394	-136.7308	417462	0.06471342	3070.294	0.0005264296	0.998033	0.999497	1.0005	1.00197	0.07074678	2958.531	2267.926	2290.489	2434.028	2503.06	2194.907	2392.906	2322.476	2328.269	2381.609
6130	-332.7813	-192.2394	-140.5418	974335.4	0.06657131	3067.061	0.0005469535	0.998713	0.999671	1.00033	1.00129	0.06363711	2964.48	2264.241	2288.433	2431.212	2542.922	2231.692	2406.26	2306.225	2328.083	2381.916
6140	-324.7897	-192.2394	-132.5502	954885.1	0.05841173	3074.73	0.0003455451	0.9987	0.999667	1.00033	1.0013	0.06017428	2968.332	2218.891	2286.956	2436.104	2526.8	2143.968	2409.759	2292.208	2319.449	2398.434
6150	-328.3154	-192.2394	-136.0759	496456.3	0.05854074	3005.82	0.0003361744	0.998197	0.999539	1.00046	1.0018	0.05938363	2966.893	2257.996	2292.271	2439.009	2525.438	2206.742	2398.769	2332.8	2304.855	2402.889
6160	-332.8096	-192.3416	-140.468	669776.7	0.05413529	3059.757	0.0004142277	0.998447	0.999603	1.0004	1.00155	0.05623337	2956.028	2247.938	2262.288	2438.725	2507.277	2192.562	2403.867	2273.029	2270.241	2396.122
6170	-326.5253	-192.2392	-134.286	193487.9	0.05995899	3090.755	0.0003767891	0.997112	0.99926	1.00074	1.00289	0.06280418	2957.848	2226.639	2259.48	2454.051	2523.308	2144.743	2391.544	2334.898	2348.747	2388.82
6180	-334.218	-192.2394	-141.9785	551566.3	0.0554095	3024.11	0.00031666	0.998289	0.999562	1.00044	1.00171	0.06056935	2961.86	2265.457	2346.543	2429.918	2511.108	2143.142	2398.838	2344.939	2260.384	2415.494
6190	-330.5481	-192.2394	-138.3086	945693.6	0.05556586	3011.151	0.0003642157	0.998693	0.999666	1.00033	1.00131	0.05572567	2959.067	2245.813	2315.161	2473.985	2503.637	2142.875	2403.702	2346.418	2313.837	2410.523
6200	-332.1575	-192.2398	-139.9178	492323.7	0.05623039	3084.39	0.0003286978	0.998189	0.999537	1.00046	1.00181	0.05372906	2975.766	2221.78	2263.333	2443.398	2508.694	2149.523	2407.851	2360.159	2276.591	2403.962
6210	-325.3434	-192.6984	-132.6449	492860.6	0.05760921	3095.86	0.0008955781	0.99819	0.999537	1.00046	1.00181	0.05608962	2973.352	2215.378	2306.146	2471.392	2500.714	2258.285	2407.395	2332.955	2331.171	2390.318
6220	-328.9232	-192.2394	-136.6838	745403.3	0.05855624	3066.314	0.0003338236	0.998528	0.999624	1.00038	1.00147	0.0593914	2973.249	2221.658	2262.295	2428.494	2500.018	2140.738	2405.297	2304.391	2315.728	2382.401
6230	-327.6806	-192.2394	-135.4412	814450.8	0.05707363	2997.656	0.0003186568	0.998592	0.99964	1.00036	1.00141	0.05905103	2957.138	2243.432	2272.318	2450.247	2512.075	2131.263	2391.248	2301.123	2309.674	2375.235
6240	-329.8356	-192.2395	-137.5962	992404.2	0.0573652	3052.722	0.0002618282	0.998724	0.999674	1.00033	1.00128	0.05782376	2953.913	2242.51	2303.408	2466.777	2517.081	2133.232	2398.495	2312.467	2289.707	2379.026
6250	-329.8146	-192.2394	-137.5751	27488.47	0.05789445	3013.194	0.0003680094	0.992344	0.998031	1.00195	1.00768	0.06056972	2953.872	2240.772	2307.296	2431.484	2502.172	2170.066	2407.333	2287.512	2320.502	2416.766
6260	-336.4997	-192.2394	-144.2602	319060.4	0.05326263	3068.892	0.0003999903	0.997751	0.999424	1.00057	1.00225	0.05581991	2975.948	2245.287	2340.072	2456.568	2514.062	2147.967	2395.69	2333.048	2311.234	2386.404
6270	-326.4267	-192.3242	-134.1025	349064.4	0.05387347	2997.581	0.0006925671	0.997849	0.99945	1.00055	1.00215	0.05148784	2956.121	2273.668	2323.031	2446.616	2511.314	2173.179	2408.647	2317.976	2331.301	2383.436
6280	-324.6495	-192.2394	-132.4101	324271	0.0554628	2993.295	0.0007712617	0.997769	0.999429	1.00057	1.00223	0.0515503	2967.251	2268.656	2284.645	2455.002	2515.33	2283.551	2397.593	2351.012	2333.567	2395.598
6290	-327.4104	-192.2394	-135.1709	724278.7	0.05209968	3049.412	0.0006668039	0.998507	0.999618	1.00038	1.00149	0.05062475	2973.82	2252.103	2295.191	2427.454	2500.784	2200.837	2402.719	2344.959	2331.244	2377.136
6300	-318.7078	-192.2394	-126.4684	634526.9	0.04696566	3076.739	0.0004833749	0.998405	0.999592	1.00041	1.0016	0.04612972	2965.332	2234.468	2327.93	2471.224	2506.415	2292.242	2404.237	2349.364	2332.559	2402.776
6310	-332.2536	-192.2394	-140.0142	9869.114	0.04516063	3078.592	0.0007767815	0.987234	0.996703	1.00324	1.01282	0.0416434	2967.991	2262.509	2316.713	2438.774	2500.768	2168.371	2390	2343.33	2343.048	2407.223
6320	-327.4738	-192.2395	-135.2343	823565.1	0.04246677	3024.235	0.0005083619	0.9986	0.999642	1.00036	1.0014	0.0429125	2955.02	2211.052	2310.768	2457.755	2545.478	2249.3	2391.897	2356.992	2333.645	2423.178
6330	-338.8717	-192.2394	-146.6322	764842.2	0.04322361	3041.904	0.0002075788	0.998547	0.999628	1.00037	1.00145	0.04155376	2954.608	2256.364	2297.897	2441.785	2539.445	2221.961	2409.838	2287.168	2329.361	2408.883
6340	-338.0596	-192.2394	-145.8202	326505.2	0.04452619	3093.587	0.000362045	0.997776	0.999431	1.00057	1.00223	0.04342004	2971.06	2214.922	2264.767	2469.998	2525.277	2137.592	2401.059	2367.311	2291.345	2407.59
6350	-324.5108	-192.2395	-132.2714	713150.6	0.04231287	3086.694	0.000438003	0.998495	0.999615	1.00038	1.00151	0.04770472	2972.941	2257.482	2316.838	2429.716	2512.017	2202.63	2408.545	2341.794	2345.142	2401.011
6360	-326.8094	-192.2394	-134.57	441977.5	0.04351511	3068.225	0.0002208012	0.998089	0.999511	1.00049	1.00191	0.04779856	2962.463	2253.929	2349.828	2428.95	2508.382	2193.374	2398.745	2250.983	2316.108	2376.211
6370	-327.5343	-192.2326	-135.3017	877446.2	0.04576983	3082.358	0.000598976	0.998643	0.999653	1.00035	1.00136	0.05309565	2961.899	2242.014	2281.214	2448.144	2543.043	2316.433	2406.298	2301.223	2294.662	2382.438
6380	-340.6153	-192.2394	-148.3759	104752.2	0.04383041	3036.915	0.0004515113	0.996075	0.998994	1.001	1.00393	0.04855412	2971.603	2233.578	2263.9	2446.018	2529.205	2164.155	2405.384	2321.536	2272.36	2394.74
