Iteration	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
2280	-326.5932	-192.2394	-134.3537	81425.03	0.2304818	2993.272	0.0003554778	0.995549	0.998859	1.00113	1.00446	0.2249676	2975.854	2249.912	2311.838	2472.825	2541.85	2153.362	2394.184	2311.945	2284.894	2380.797
2290	-331.9649	-192.2394	-139.7255	819157.3	0.2155082	3059.668	0.0001358278	0.998596	0.999641	1.00036	1.0014	0.2157264	2974.432	2264.419	2310.694	2444.679	2547.355	2153.044	2396.808	2326.107	2261.479	2385.993
2300	-329.3273	-192.2394	-137.0879	836252.9	0.2173936	3023.075	0.0001668926	0.99861	0.999645	1.00035	1.00139	0.2179888	2966.522	2254.865	2332.109	2471.19	2500.272	2167.039	2409.581	2265.378	2257.906	2388.961
2310	-327.7932	-192.2394	-135.5537	771354.5	0.2163284	3032.828	0.0002129054	0.998553	0.99963	1.00037	1.00145	0.2181187	2977.682	2242.042	2335.463	2442.454	2518.322	2132.96	2392.86	2293.83	2264.528	2401.998
2320	-337.6574	-192.2394	-145.4179	63560.26	0.2223912	3081.843	0.0002942823	0.994963	0.998708	1.00128	1.00505	0.2231408	2974.635	2271.167	2336.806	2467.154	2537.301	2177.716	2409.054	2367.952	2295.456	2399.622
2330	-326.0974	-192.2394	-133.8579	13093.57	0.2273597	2981.346	0.0001359379	0.988914	0.997141	1.00282	1.01113	0.2226683	2970.228	2218.459	2347.398	2438.996	2549.213	2140.201	2402.783	2354.483	2312.793	2396.638
2340	-336.5986	-192.2394	-144.3591	435616.5	0.2220556	3011.486	9.743848e-05	0.998075	0.999507	1.00049	1.00193	0.2240524	2957.685	2228.107	2278.795	2450.844	2511.372	2151.098	2408.056	2333.064	2317.693	2408.383
2350	-334.8286	-192.2394	-142.5892	400628.1	0.2270178	2991.881	0.0001809767	0.997992	0.999486	1.00051	1.00201	0.2294622	2973.321	2243.257	2308.562	2428.718	2521.169	2171.044	2404.798	2258.818	2267.59	2400.638
2360	-334.9884	-192.2394	-142.749	577509.6	0.2274505	3062.327	8.176968e-05	0.998328	0.999572	1.00043	1.00167	0.229816	2955.242	2238.81	2318.695	2432.995	2502.168	2174.12	2408.689	2347.596	2254.784	2409.446
2370	-327.7241	-192.2394	-135.4847	81052.08	0.2293336	3070.231	0.0001764285	0.995539	0.998856	1.00114	1.00447	0.239089	2959.816	2210.964	2275.415	2464.381	2525.054	2273.716	2407.197	2298.849	2307.359	2418.366
2380	-333.0037	-192.2413	-140.7624	774329.3	0.2427834	3015.271	0.0001822779	0.998556	0.999631	1.00037	1.00144	0.2454725	2974.767	2274.571	2336.274	2452.498	2529.957	2248.132	2393.736	2353.001	2346.453	2413.939
2390	-327.3693	-192.2394	-135.1298	14321.54	0.2470935	2993.566	0.0002328404	0.989399	0.997267	1.00269	1.01064	0.2453898	2976.656	2260.476	2259.225	2456.97	2542.051	2161.484	2396.744	2318.84	2310.169	2403.38
2400	-327.3279	-192.2394	-135.0885	532315.8	0.2500807	3046.447	0.0001991534	0.998258	0.999554	1.00044	1.00174	0.2482157	2978.706	2271.708	2347.216	2455.589	2524.975	2233.409	2390.264	2345.504	2312.708	2415.066
2410	-331.0076	-192.2394	-138.7681	669821.3	0.2333174	3063.782	0.0002720092	0.998447	0.999603	1.0004	1.00155	0.2344956	2951.698	2267.02	2278.252	2439.66	2522.255	2204.699	2391.658	2276.6	2277.066	2387.297
2420	-337.8738	-192.2394	-145.6343	302343.8	0.2231513	3092.692	0.0001222602	0.997689	0.999409	1.00059	1.00231	0.2270498	2974.016	2255.863	2284.917	2456.074	2517.791	2188.342	2390.3	2357.264	2320.479	2417.776
2430	-333.0534	-192.2394	-140.8139	258882.1	0.218444	2989.925	0.0001659365	0.997503	0.999361	1.00064	1.0025	0.2229669	2959.007	2262.984	2292.446	2472.139	2523.931	2150.992	2406.959	2250.375	2259.916	2392.597
2440	-327.0447	-192.2385	-134.8063	529803.9	0.2269437	3022.374	0.0001858557	0.998254	0.999553	1.00045	1.00175	0.2227272	2961.474	2211.436	2296.433	2436.489	2542.22	2201.622	2392.953	2365.641	2254.716	2409.138
2450	-326.0358	-192.2404	-133.7954	291992.7	0.2268421	3058.353	0.0002239144	0.997649	0.999398	1.0006	1.00235	0.2304175	2966.548	2210.57	2347.55	2430.019	2508.955	2314.807	2391.819	2339.345	2318.36	2391.204
2460	-327.7067	-192.2411	-135.4656	216635.9	0.2222591	3090.728	0.0003321898	0.99727	0.999301	1.0007	1.00273	0.2186547	2954.097	2241.335	2302.4	2433.667	2535.945	2269.159	2403.601	2335.052	2345.718	2401.493
2470	-336.7715	-192.2394	-144.532	931376.1	0.2300328	3091.873	0.0001973354	0.998683	0.999663	1.00034	1.00132	0.2346577	2952.838	2225.683	2304.108	2440.265	2533.306	2132.447	2394.911	2360.251	2287.857	2411.497
2480	-331.2717	-192.2394	-139.0322	509358.9	0.2311582	3076.977	0.0001080155	0.99822	0.999545	1.00045	1.00178	0.2272547	2959.751	2228.286	2308.553	2462.817	2534.555	2285.612	2393.149	2361.833	2309.062	2414.781
2490	-331.6934	-192.2394	-139.4539	845196.6	0.2191713	3030.206	0.0001519919	0.998618	0.999647	1.00035	1.00138	0.2178591	2953.199	2232.872	2332.917	2441.712	2515.171	2309.991	2409.513	2271.689	2278.353	2387.321
2500	-329.9259	-192.2394	-137.6864	428680.8	0.2196727	3018.59	0.0001303847	0.998059	0.999503	1.0005	1.00194	0.2172361	2959.297	2264.103	2347.771	2429.518	2520.976	2220.203	2397.868	2283.288	2302.463	2401.33
2510	-327.0163	-192.2394	-134.7768	202806.2	0.21924	3035.077	0.000206045	0.997179	0.999278	1.00072	1.00282	0.2172361	2961.262	2265.035	2298.486	2469.908	2529.455	2214.637	2405.296	2303.049	2313.476	2381.817
2520	-336.3133	-192.2394	-144.0738	544487.4	0.2231733	3064.948	0.0001196311	0.998278	0.999559	1.00044	1.00172	0.2210191	2972.707	2232.758	2294.074	2447.234	2518.795	2132.281	2394.204	2293.563	2322.05	2377.58
2530	-331.4056	-192.2394	-139.1662	651874.7	0.2292075	3080.374	6.452855e-05	0.998426	0.999597	1.0004	1.00157	0.2385836	2971.169	2225.638	2311.025	2430.871	2502.607	2194.516	2407.702	2359.251	2333.797	2383.071
2540	-329.9747	-192.2394	-137.7352	156204.5	0.2384368	3017.334	0.0001673529	0.996786	0.999177	1.00082	1.00322	0.2345667	2971.191	2228.605	2293.17	2457.583	2524.772	2208.18	2397.518	2292.92	2347.205	2387.651
2550	-337.2778	-192.2394	-145.0384	13712.67	0.2370535	2984.519	0.0002486713	0.989166	0.997207	1.00275	1.01088	0.239507	2977.458	2265.23	2263.556	2429.401	2513.333	2194.708	2407.585	2341.275	2286.818	2389.531
2560	-336.1713	-192.2394	-143.9319	40056.36	0.2359046	3026.267	7.469838e-05	0.993656	0.998371	1.00162	1.00636	0.2354555	2979.249	2216.635	2298.46	2443.665	2528.356	2165.335	2393.213	2351.873	2310.412	2416.138
2570	-339.3513	-192.2394	-147.1119	865954	0.2309454	3084.12	0.0002160502	0.998634	0.999651	1.00035	1.00137	0.2333996	2951.175	2267.138	2332.355	2453.405	2522.864	2229.196	2394.226	2369.107	2272.969	2379.502
2580	-325.9091	-192.2394	-133.6697	604397.4	0.2399665	2987.32	0.0002755592	0.998365	0.999582	1.00042	1.00164	0.2427191	2962.061	2225.479	2267.587	2449.939	2528.282	2315.67	2396.557	2356.143	2324.799	2385.873
2590	-325.2247	-192.1776	-133.0471	361437.4	0.230684	3045.08	0.0002755592	0.997886	0.999459	1.00054	1.00212	0.2305128	2960.267	2214.932	2294.688	2474.885	2537.665	2210.911	2390.276	2363.307	2342.116	2382.4
2600	-329.3636	-192.2401	-137.1235	327904.8	0.2112222	3043.666	0.0001493561	0.997781	0.999432	1.00057	1.00222	0.2145676	2951.317	2223.11	2286.059	2472.296	2544.146	2153.9	2400.943	2365.851	2256.528	2417.989
2610	-332.1209	-192.2395	-139.8814	6115.957	0.2185248	2995.676	9.915386e-05	0.983793	0.995802	1.0041	1.0163	0.2178027	2954.603	2220.158	2260.132	2429.608	2532.077	2131.788	2398.009	2264.968	2263.281	2393.118
2620	-339.385	-192.2394	-147.1455	533272.4	0.2185248	3044.337	0.0001769489	0.99826	0.999555	1.00044	1.00174	0.2237652	2965.574	2233.81	2281.001	2462.402	2507.979	2181.334	2400.44	2291.927	2278.773	2418.666
2630	-331.7502	-192.2394	-139.5107	21803.97	0.219088	3031.7	0.00014654	0.991405	0.997788	1.00219	1.00862	0.219457	2973.596	2213.653	2259.222	2471.377	2544.362	2317.851	2404.265	2274.266	2347.498	2386.163
2640	-332.0867	-192.2394	-139.8473	538081.8	0.2085766	3069.162	0.0001646562	0.998268	0.999557	1.00044	1.00173	0.2098774	2966.877	2215.255	2283.793	2471.163	2547.699	2300.309	2399.876	2328.091	2280.731	2408.179
2650	-328.5773	-192.2394	-136.3379	626858.2	0.2122356	3062.447	0.0002027635	0.998395	0.999589	1.00041	1.00161	0.2099638	2951.102	2253.418	2312.809	2425.655	2540.267	2158.815	2394.472	2321.1	2313.371	2407.952
2660	-328.1735	-192.2394	-135.9341	959034.1	0.2179297	3037.793	0.0001161047	0.998702	0.999668	1.00033	1.0013	0.2115395	2975.504	2222.773	2288.343	2449.739	2508.522	2309.593	2405.701	2345.107	2281.993	2388.132
2670	-330.5398	-192.2394	-138.3003	793509	0.2155859	2984.578	0.0001484965	0.998573	0.999635	1.00036	1.00143	0.2195857	2958.012	2261.831	2276.085	2461.523	2529.862	2182.729	2397.644	2347.035	2264.688	2391.256
2680	-331.3195	-192.2394	-139.08	627327.8	0.2087217	3006.641	0.0001745587	0.998396	0.99959	1.00041	1.00161	0.2093022	2962.876	2250.139	2343.809	2432.619	2519.573	2134.701	2400.994	2353.264	2302.656	2390.088
2690	-334.5322	-192.2394	-142.2927	853407.1	0.2087217	3083.26	0.0001652523	0.998624	0.999648	1.00035	1.00138	0.2082832	2974.667	2264.606	2300.191	2433.784	2529.188	2131.641	2396.154	2289.034	2254.623	2397.136
2700	-334.0944	-192.2394	-141.8549	645329.4	0.2097112	3040.277	0.0001127085	0.998418	0.999595	1.0004	1.00158	0.2107804	2963.432	2227.307	2304.899	2461.639	2538.535	2148.15	2408.596	2316.962	2324.002	2412.13
2710	-325.0452	-192.2394	-132.8057	119612.7	0.2097112	3046.644	0.0002316044	0.996327	0.999059	1.00094	1.00368	0.2088886	2979.621	2238.796	2300.731	2469.003	2543.311	2182.668	2391.859	2363.789	2331.84	2383.351
2720	-337.834	-192.2394	-145.5946	58402.52	0.2097024	3071.154	9.673678e-05	0.994745	0.998652	1.00134	1.00526	0.2054115	2967.1	2211.041	2276.038	2429.854	2500.652	2139.942	2391.48	2263.816	2265.809	2383.348
2730	-335.2977	-192.2394	-143.0583	266277.1	0.2005144	3008.231	0.0002370642	0.997538	0.99937	1.00063	1.00246	0.20536	2971.205	2212.9	2324.098	2467.983	2547.324	2308.38	2407.234	2364.518	2297.733	2403.667
2740	-331.6613	-192.2392	-139.422	602182.2	0.2106082	3065.4	0.0002251453	0.998362	0.999581	1.00042	1.00164	0.2170081	2952.932	2227.772	2298.296	2462.167	2546.244	2273.01	2404.75	2358.131	2344.313	2400.479
2750	-324.7882	-192.2402	-132.548	288356.6	0.2109296	3074.505	0.0003630226	0.997634	0.999394	1.0006	1.00237	0.2046588	2959.325	2237.922	2271.492	2456.809	2541.705	2256.519	2397.483	2341.766	2290.798	2395.751
2760	-331.9132	-192.2395	-139.6738	22290.33	0.2086765	3053.85	0.0001034047	0.991499	0.997813	1.00216	1.00853	0.2129618	2970.558	2210.551	2271.778	2453.634	2526.038	2290.462	2392.537	2268.188	2348.197	2384.764
2770	-331.4704	-192.2394	-139.231	295684.6	0.2110106	3035.362	0.0001095435	0.997663	0.999402	1.0006	1.00234	0.2109803	2954.083	2212.471	2315.715	2460.917	2507.996	2283.338	2392.513	2300.156	2345.316	2392.443
2780	-322.6661	-192.2388	-130.4273	553969.9	0.2027462	3017.386	0.0002346583	0.998293	0.999563	1.00044	1.00171	0.2056643	2952.471	2215.327	2283.105	2446.08	2511.176	2291.102	2394.179	2305.431	2302.396	2379.114
2790	-332.4497	-192.2394	-140.2103	834290.3	0.1904152	3035.343	0.0001545634	0.998609	0.999644	1.00036	1.00139	0.1919949	2953.463	2262.314	2309.447	2456.429	2538.298	2145.072	2392.339	2296.582	2268.749	2393.934
2800	-330.997	-192.2394	-138.7576	553478.2	0.1901369	3075.892	0.0001881443	0.998292	0.999563	1.00044	1.00171	0.1895383	2956.179	2222.74	2281.461	2429.74	2549.542	2153.947	2407.944	2346.279	2332.706	2378.903
2810	-336.3447	-192.2394	-144.1053	700391.4	0.1969005	3056.483	0.0001905063	0.998482	0.999612	1.00039	1.00152	0.1927483	2965.155	2254.234	2341.641	2464.003	2532.903	2145.449	2403.615	2346.148	2335.552	2414.986
2820	-338.1842	-192.2394	-145.9447	256068.6	0.1921641	3068.916	6.956399e-05	0.997489	0.999357	1.00064	1.00251	0.1956258	2956.204	2274.65	2276.97	2449.234	2506.336	2127.665	2406.413	2342.976	2283.211	2392.464
2830	-338.4293	-192.2394	-146.1899	470371.3	0.1886044	3019.448	0.0001520535	0.998147	0.999526	1.00047	1.00185	0.1926909	2962.539	2271.717	2271.419	2432.007	2524.43	2176.517	2404.497	2272.843	2324.859	2388.691
2840	-328.5006	-192.2394	-136.2612	814052.4	0.1900412	2992.815	8.700151e-05	0.998592	0.99964	1.00036	1.00141	0.1913497	2962.331	2238.855	2321.088	2445.009	2515.923	2128.002	2402.85	2329.499	2298.068	2382.979
2850	-327.1954	-192.2394	-134.9559	927154.7	0.1952733	3095.173	0.0002536964	0.99868	0.999663	1.00034	1.00132	0.1933063	2950.62	2231.729	2343.899	2463.603	2534.163	2317.393	2407.134	2352.71	2345.102	2421.51
2860	-337.5246	-192.2394	-145.2852	289348.8	0.1826829	3046.026	0.0001409484	0.997638	0.999395	1.0006	1.00236	0.1827298	2969.489	2257.323	2337.067	2461.374	2548.843	2308.738	2398.56	2310.129	2267.806	2387.596
2870	-332.6796	-192.2394	-140.4401	61961.69	0.1807108	3020.474	9.175819e-05	0.994898	0.998691	1.0013	1.00511	0.1797298	2952.213	2236.301	2267.426	2467.274	2516.939	2130.477	2393.98	2289.622	2343.202	2377.172
2880	-330.2398	-192.2394	-138.0003	385695.4	0.1806417	3084.989	8.898842e-05	0.997954	0.999476	1.00052	1.00205	0.1806734	2960.9	2215.816	2273.155	2438.334	2530.505	2128.47	2403.189	2303.292	2288.373	2409.801
2890	-325.0212	-192.2394	-132.7818	291178.7	0.1810342	3013.263	0.0001809769	0.997645	0.999397	1.0006	1.00236	0.1808432	2967.105	2218.566	2281.854	2473.645	2529.911	2289.45	2390.462	2324.538	2283.716	2424.043
2900	-329.0229	-192.2394	-136.7834	865390.2	0.1808175	3004.595	0.0001990248	0.998634	0.999651	1.00035	1.00137	0.1798346	2957.862	2258.364	2306.068	2447.021	2522.497	2194.062	2394.194	2284.098	2303.677	2377.478
2910	-325.113	-192.2394	-132.8736	785258.6	0.1790839	3024.699	0.0003176302	0.998566	0.999633	1.00037	1.00143	0.1808222	2951.689	2256.636	2260.844	2474.066	2504.233	2177.959	2391.09	2285.336	2269.921	2415.708
2920	-332.1703	-192.2394	-139.9309	785258.6	0.1695271	3025.51	0.0001350039	0.998566	0.999633	1.00037	1.00143	0.1676794	2968.367	2240.519	2252.457	2460.028	2544.829	2152.755	2392.293	2266.349	2323.475	2410.923
2930	-324.7142	-192.243	-132.4711	978481.4	0.1741239	2991.885	0.0003258016	0.998715	0.999671	1.00033	1.00129	0.1743978	2954.406	2227.113	2310.819	2432.472	2520.829	2305.544	2409.7	2325.177	2322.856	2394.122
2940	-334.6036	-192.2394	-142.3641	480713.5	0.1745844	3045.146	0.0004154617	0.998167	0.999531	1.00047	1.00183	0.1732524	2952.995	2269.872	2313.598	2460.176	2548.237	2322.903	2403.561	2322.571	2324.77	2420.062
2950	-330.7564	-192.2394	-138.5169	191986.5	0.1617926	3006.669	0.0003823426	0.9971	0.999258	1.00074	1.0029	0.1586866	2958.452	2254.566	2317.279	2463.686	2504.531	2188.836	2399.055	2315.777	2316.652	2406.169
2960	-327.0517	-192.2394	-134.8122	463762.9	0.15221	3003.001	0.0002376348	0.998134	0.999523	1.00048	1.00187	0.1524413	2952.498	2214.119	2260.174	2439.381	2541.38	2163.268	2409.598	2289.314	2310.424	2389.191
2970	-327.6431	-192.2393	-135.4038	677605.5	0.1599428	3092.4	0.0002311804	0.998456	0.999605	1.00039	1.00154	0.160143	2957.92	2269.328	2344.543	2466.091	2514.256	2152.702	2392.742	2270.99	2324.622	2390.465
2980	-331.217	-192.2394	-138.9776	727081.8	0.1750794	3037.891	0.0002556275	0.99851	0.999619	1.00038	1.00149	0.169103	2954.872	2229.978	2348.771	2470.142	2511.959	2153.505	2397.903	2303.686	2341.648	2403.455
2990	-323.6617	-192.2494	-131.4123	972320.6	0.1671508	3016.289	0.0002277235	0.998711	0.99967	1.00033	1.00129	0.1664499	2957.708	2272.126	2310.72	2432.826	2519.497	2222.367	2402.305	2333.099	2306.59	2375.575
3000	-329.9183	-192.2394	-137.6789	49355.26	0.1782282	3079.243	0.0001801527	0.994284	0.998533	1.00146	1.00573	0.1804404	2951.411	2234.863	2323.942	2454.721	2548.17	2282.619	2392.059	2313.599	2301.412	2381.137
3010	-327.121	-192.2394	-134.8816	469797.4	0.1754362	2990.313	0.0005363205	0.998146	0.999526	1.00047	1.00186	0.1703087	2955.3	2238.956	2343.127	2426.898	2534.287	2320.026	2404.805	2341.51	2341.534	2391.868
3020	-334.2958	-192.2394	-142.0564	312913	0.1766705	3017.48	0.0002016965	0.997729	0.999419	1.00058	1.00227	0.1756658	2964.044	2256.869	2292.696	2449.788	2500.865	2129.7	2398.744	2277.813	2279.887	2386.813
3030	-335.7549	-192.2394	-143.5154	139971.6	0.1724449	3043.216	0.0002016965	0.996605	0.99913	1.00087	1.0034	0.1710455	2960.132	2229.848	2270.25	2471.759	2513.467	2161.996	2407.111	2343.574	2333.914	2378.098
3040	-328.8776	-192.2531	-136.6245	261378.5	0.1717061	3081.843	0.0003784304	0.997515	0.999364	1.00063	1.00249	0.1641263	2953.377	2215.32	2273.111	2468.127	2504.929	2169.714	2398.304	2358.611	2292.266	2394.927
3050	-327.7664	-193.1027	-134.6637	609945.8	0.1702838	3021.719	0.00037243	0.998373	0.999584	1.00042	1.00163	0.1718017	2958.181	2254.294	2314.133	2465.525	2548.795	2195.168	2401.089	2315.415	2321.319	2415.896
3060	-326.0623	-192.2393	-133.8229	90263.97	0.1829168	3054.487	0.0001746141	0.995772	0.998916	1.00108	1.00423	0.1807652	2970.002	2236.148	2347.444	2474.112	2500.739	2268.887	2404.488	2342.142	2329.259	2423.89
3070	-333.1231	-192.2394	-140.8837	894361.8	0.1835327	3049.906	0.0001633796	0.998656	0.999656	1.00034	1.00134	0.18101	2979.704	2235.543	2312.154	2462.4	2525.639	2148.98	2393	2310.496	2338.947	2422.974
3080	-323.5174	-192.2391	-131.2783	65456.6	0.1777868	2988.23	0.0004358032	0.995036	0.998727	1.00126	1.00497	0.1707267	2958.463	2259.578	2331.308	2450.451	2543.939	2321.001	2395.667	2271.616	2296.575	2419.503
3090	-332.3099	-192.2394	-140.0705	890469.5	0.1666459	2985.468	0.000198672	0.998653	0.999656	1.00034	1.00135	0.1613214	2974.208	2212.971	2320.669	2433.378	2521.998	2291.731	2409.999	2326.749	2347.463	2404.056
3100	-332.3914	-192.2394	-140.1519	209837.3	0.1649239	3001.457	0.0001721728	0.997227	0.99929	1.00071	1.00278	0.1615986	2962.974	2255.401	2305.734	2433.671	2513.222	2300.344	2406.097	2328.408	2334.042	2392.534
3110	-333.6421	-192.2397	-141.4024	932691.3	0.170297	3047.202	0.0001393474	0.998684	0.999664	1.00034	1.00132	0.164342	2969.677	2229.064	2302.693	2453.086	2543.739	2285.978	2403.56	2269.415	2285.031	2388.555
3120	-323.65	-192.2394	-131.4106	743255.7	0.1682464	3026.8	0.0003807517	0.998526	0.999623	1.00038	1.00147	0.1670274	2960.007	2246.438	2315.061	2438.295	2530.509	2303.014	2407.658	2331.02	2339.405	2406.997
3130	-328.0846	-192.2394	-135.8452	849589.8	0.1680132	2996.36	0.00020425	0.998621	0.999647	1.00035	1.00138	0.1696639	2960.062	2219.694	2334.088	2436.363	2532.825	2323.418	2390.694	2304.761	2316.163	2404.392
3140	-326.2884	-192.2394	-134.0489	777336.3	0.1689153	3020.476	0.0003930137	0.998559	0.999631	1.00037	1.00144	0.1700231	2962.885	2250.827	2346.64	2437.634	2504.335	2142.412	2390.093	2297.828	2265.189	2411.519
3150	-329.2667	-192.2394	-137.0273	864747.7	0.168622	3001.647	0.0002902993	0.998633	0.999651	1.00035	1.00137	0.16848	2978.864	2217.886	2345.663	2467.631	2526.835	2176.961	2406.317	2354.738	2282.926	2385.114
3160	-328.2727	-192.2394	-136.0333	478040	0.1746757	3089.636	0.000227092	0.998162	0.99953	1.00047	1.00184	0.1778822	2976.638	2236.206	2296.335	2444.581	2512.377	2197.961	2397.612	2345.916	2326.557	2421.078
3170	-332.8623	-192.2394	-140.6229	598517.6	0.1785217	3085.309	0.0002267777	0.998357	0.99958	1.00042	1.00164	0.1863235	2963.309	2264.6	2289.249	2454.749	2542.874	2134.281	2408.641	2253.369	2269.806	2414.394
3180	-326.6059	-192.2394	-134.3665	136309.5	0.1759352	2986.91	0.0003185534	0.996559	0.999119	1.00088	1.00344	0.1733341	2966.539	2213.241	2318.421	2465.501	2533.743	2161.263	2395.239	2276.114	2340.421	2385.185
3190	-329.7989	-192.2394	-137.5594	645861.3	0.1845701	3035.687	0.0002314786	0.998419	0.999596	1.0004	1.00158	0.1832675	2964.203	2242.834	2294.452	2464.989	2518.816	2196.614	2390.373	2308.437	2308.966	2424.757
3200	-330.3792	-192.2394	-138.1397	403247	0.1889215	3039.431	0.0002714794	0.997999	0.999488	1.00051	1.002	0.1814139	2955.149	2274.807	2334.655	2459.608	2519.24	2169.369	2407.18	2307.731	2329.453	2400.407
3210	-320.5385	-192.2394	-128.2991	936680.7	0.192085	3014.597	0.0003656534	0.998687	0.999664	1.00034	1.00131	0.195943	2955.952	2230.69	2345.706	2430.252	2516.216	2270.21	2393.178	2357.336	2329.339	2397.752
3220	-330.2324	-192.2394	-137.9929	681626.2	0.1998114	3074.966	0.0001861222	0.998461	0.999606	1.00039	1.00154	0.1956852	2979.197	2274.922	2269.576	2466.195	2506.848	2202.657	2392.546	2321.657	2349.626	2414.191
3230	-329.946	-192.2394	-137.7066	295436.1	0.1821265	3078.246	0.0002202705	0.997662	0.999402	1.0006	1.00234	0.1896138	2971.743	2263.246	2324.623	2428.521	2535.345	2127.574	2399.327	2264.822	2298.727	2405.515
3240	-328.4588	-192.2394	-136.2194	911265.1	0.1821261	3004.085	0.0001856186	0.998669	0.99966	1.00034	1.00133	0.1789651	2953.662	2254.667	2339.33	2429.749	2515.602	2132.575	2406.464	2352.347	2308.768	2391.293
3250	-323.9009	-192.2394	-131.6615	78051.95	0.1928139	3004.832	0.0005754257	0.995454	0.998834	1.00116	1.00455	0.1880911	2973.195	2242.857	2301.05	2474.691	2530.217	2322.529	2392.917	2357.378	2330.584	2421.89
3260	-332.4754	-192.2394	-140.236	325535.8	0.168917	3001.863	0.0005382921	0.997773	0.99943	1.00057	1.00223	0.1691161	2964.145	2258.628	2337.693	2434.571	2512.876	2225.885	2398.645	2364.552	2337.365	2377.41
3270	-326.0192	-192.2394	-133.7797	108409.6	0.1628675	3010.54	0.0001539012	0.996142	0.999011	1.00098	1.00386	0.1608151	2957.638	2213.082	2311.802	2429.25	2528.493	2307.295	2404.897	2310.39	2311.045	2385.899
3280	-327.5839	-192.2394	-135.3445	492844.5	0.1680991	3015.123	0.0005161406	0.99819	0.999537	1.00046	1.00181	0.168893	2956.74	2220.473	2348.63	2457.634	2531.976	2159.778	2409.044	2357.513	2260.59	2391.284
3290	-329.5328	-192.2394	-137.2934	39136.26	0.176769	3016.958	0.0001423533	0.993582	0.998352	1.00163	1.00643	0.1812567	2950.782	2274.365	2323.108	2456.918	2518.719	2238.674	2399.465	2317.919	2271.707	2421.302
3300	-329.1364	-192.2395	-136.8969	37998.83	0.1867207	3020.087	0.0001794513	0.993487	0.998327	1.00166	1.00653	0.1862031	2960.481	2242.877	2313.713	2458.903	2510.246	2171.331	2409.716	2325.004	2321.955	2408.142
3310	-329.3839	-192.2394	-137.1444	75518.73	0.1828779	3037.769	0.0001541207	0.995378	0.998815	1.00118	1.00463	0.1840131	2966.42	2225.81	2253.312	2468.14	2536.103	2186.975	2400.805	2291.081	2336.262	2424.945
3320	-341.0034	-192.2394	-148.764	257879.7	0.1830031	3095.886	6.930949e-05	0.997498	0.99936	1.00064	1.0025	0.180996	2957.544	2246.838	2344.938	2474.588	2542.863	2173.195	2403.768	2359.972	2341.079	2408.754
3330	-330.7191	-192.2394	-138.4796	873613	0.1824659	3096.905	0.0001270484	0.99864	0.999652	1.00035	1.00136	0.1824737	2978.909	2264.69	2278.936	2442.758	2546.247	2186.247	2403.507	2251.782	2345.035	2404.65
3340	-327.6215	-192.2394	-135.3821	201910.8	0.1867678	3052.741	0.0001847648	0.997173	0.999276	1.00072	1.00283	0.183097	2957.903	2246.755	2347.33	2467.64	2535.439	2263.491	2392.388	2306.101	2348.986	2387.821
3350	-332.6058	-192.2394	-140.3663	94106.95	0.1775783	3096.648	0.0001496103	0.99586	0.998939	1.00106	1.00415	0.1838629	2963.157	2218.872	2321.41	2469.852	2524.906	2262.46	2394.302	2361.029	2327.084	2386.749
3360	-329.4096	-192.2394	-137.1702	753750.4	0.176154	3099.035	0.0002381848	0.998536	0.999626	1.00037	1.00146	0.176144	2963.054	2243.241	2337.51	2425.572	2513.216	2322.434	2395.296	2353.691	2324.329	2423.734
3370	-331.4637	-192.2394	-139.2243	136995.9	0.1688267	3008.04	0.0003405818	0.996568	0.999121	1.00088	1.00344	0.1775537	2950.815	2248.673	2316.347	2464.173	2509.76	2181.002	2395.344	2361.073	2307.093	2379.274
3380	-339.6019	-192.2395	-147.3624	637485.1	0.1718183	3021.695	0.0001237634	0.998408	0.999593	1.00041	1.00159	0.16727	2964.921	2265.305	2341.097	2436.422	2544.601	2144.343	2392.135	2358.577	2288.463	2394.608
3390	-340.3791	-192.2394	-148.1396	95977.65	0.1698958	2992.297	0.0001978655	0.9959	0.998949	1.00104	1.00411	0.1691095	2959.63	2220.776	2271.721	2447.861	2536.159	2168.826	2405.388	2260.511	2336.436	2398.97
3400	-335.5621	-192.2394	-143.3227	251940.5	0.171644	3098.321	0.0001241554	0.997469	0.999352	1.00065	1.00253	0.1729549	2964.485	2229.761	2275.206	2467.429	2527.87	2295.69	2395.608	2366.769	2305.61	2409.941
3410	-336.6682	-192.2394	-144.4288	177957.4	0.1609738	2987.115	9.990397e-05	0.996988	0.999229	1.00077	1.00301	0.1603625	2965.77	2225.097	2314.22	2457.156	2503.728	2173.952	2398.566	2360.301	2296.949	2397.984
3420	-324.0979	-192.2393	-131.8586	747791.5	0.1668022	3052.332	0.0003061403	0.99853	0.999624	1.00038	1.00147	0.1675867	2962.809	2256.885	2263.735	2448.696	2519.828	2167.503	2407.405	2328.396	2270.795	2385.917
