Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
1701	1	-322.2013	-192.2394	-129.9619	495172.7	0.06321864	3069.675	0.0003801534	0.998194	0.999538	1.00046	1.00181	0.06144323	2979.774	2210.651	2283.515	2435.437	2530.404	2179.403	2392.895	2362.798	2259.697	2385.959
1702	0	-328.971	-192.2394	-136.7315	647243.6	0.07341596	3057.474	0.0003679008	0.99842	0.999596	1.0004	1.00158	0.07750947	2975.412	2241.029	2305.095	2442.119	2522.731	2309.897	2396.382	2339.429	2330.897	2405.098
1703	1	-329.6832	-192.2394	-137.4437	205446.3	0.06350707	3031.078	0.000298009	0.997197	0.999282	1.00071	1.00281	0.06527456	2955.582	2265.555	2313.474	2434.659	2504.034	2196.144	2396.137	2361.543	2301.334	2377.95
1704	0	-328.8763	-192.2394	-136.6368	508310.5	0.06895759	3054.616	0.0007711644	0.998218	0.999544	1.00045	1.00178	0.07478923	2964.382	2237.272	2280.597	2430.302	2543.466	2173.551	2402.512	2263.694	2278.896	2379.468
1705	1	-330.5037	-192.2394	-138.2643	296945.4	0.06997456	3038.747	0.0003420246	0.997668	0.999403	1.00059	1.00233	0.07269209	2960.759	2262.381	2252.585	2428.943	2525.977	2191.324	2391.966	2306.878	2298.532	2420.091
1706	0	-331.9663	-192.2394	-139.7269	345773.8	0.06682014	3025.23	0.0002438943	0.997839	0.999447	1.00055	1.00216	0.07027419	2962.484	2232.183	2299.054	2433.87	2526.862	2168.907	2404.12	2349.576	2283.733	2378.293
1707	1	-330.0018	-192.244	-137.7578	4044.594	0.0751905	3058.176	0.0002967614	0.980084	0.994825	1.00503	1.02006	0.07093049	2956.625	2249.763	2260.575	2468.952	2539.715	2316.221	2402.355	2316.694	2289.78	2393.182
1708	0	-325.9112	-192.2394	-133.6718	890014.1	0.07304195	3026.251	0.0003697269	0.998653	0.999656	1.00034	1.00135	0.07413626	2952.763	2248.255	2282.229	2439.726	2506.897	2137.433	2407.847	2267.263	2286.47	2420.143
1709	1	-323.2001	-192.2394	-130.9606	567128.6	0.07465492	3022.207	0.0002257938	0.998313	0.999568	1.00043	1.00169	0.07405652	2971.348	2218.334	2344.53	2451.948	2507.12	2132.605	2398.584	2285.352	2315.31	2402.574
1710	0	-334.1541	-192.2394	-141.9146	228472.2	0.07374274	3039.338	0.0002329692	0.997342	0.99932	1.00068	1.00266	0.07181382	2973.171	2254.742	2270.259	2428.343	2533.105	2135.07	2400.211	2348.936	2340.358	2396.591
1711	1	-325.873	-192.2394	-133.6336	962280	0.06242635	3010.677	0.0005263011	0.998705	0.999669	1.00033	1.0013	0.06347774	2975.274	2256.766	2330.97	2434.945	2506.619	2165.895	2394.706	2364.869	2299.842	2416.183
1712	0	-332.525	-192.2394	-140.2856	966407.8	0.06935668	2984.235	0.0002015348	0.998707	0.999669	1.00033	1.00129	0.07262034	2955.102	2269.025	2268.616	2426.177	2515.615	2167.333	2399.897	2326.183	2311.834	2409.772
1713	1	-333.4014	-193.3276	-140.0738	92035.75	0.055929	3086.006	0.0004888874	0.995813	0.998927	1.00107	1.00419	0.05627473	2972.275	2273.352	2340.546	2431.663	2538.014	2144.858	2394.707	2270.975	2269.701	2376.854
1714	0	-328.9474	-192.2394	-136.708	437632.8	0.07131558	3043.287	0.0003555844	0.998079	0.999509	1.00049	1.00192	0.06892255	2977.578	2246.732	2299.865	2465.49	2511.922	2226.784	2406.367	2368.215	2260.467	2397.359
1715	1	-321.9746	-192.2394	-129.7352	343831.6	0.05958672	3034.539	0.0004457056	0.997833	0.999445	1.00055	1.00217	0.05800518	2963.964	2270.09	2293.966	2431.112	2544.96	2215.917	2393.135	2332.205	2341.545	2401.375
1716	0	-328.7091	-192.2394	-136.4696	244920	0.0679478	2992.1	0.0001715425	0.997433	0.999343	1.00065	1.00257	0.06485928	2978.04	2245.232	2342.42	2456.111	2503.267	2146.161	2391.821	2336.031	2304.249	2423.551
1717	1	-327.5853	-192.2394	-135.3459	506576.3	0.05890538	3027.366	0.0003620986	0.998215	0.999543	1.00046	1.00179	0.05889735	2966.43	2243.145	2348.119	2442.925	2519.525	2194.201	2394.015	2352.589	2338.452	2390.199
1718	0	-332.2581	-192.2394	-140.0187	246254.8	0.06272732	3020.916	0.0002275057	0.99744	0.999345	1.00065	1.00256	0.06163818	2956.266	2228.923	2339.03	2440.596	2548.903	2135.948	2407.023	2346.649	2297.091	2380.746
1719	1	-329.1582	-192.2394	-136.9188	250813.7	0.05526471	2983.69	0.0002384898	0.997463	0.999351	1.00065	1.00254	0.0588185	2968.434	2221.232	2284.671	2427.24	2518.046	2180.726	2402.603	2273.313	2293.397	2408.198
1720	0	-326.4476	-192.2394	-134.2082	771488.7	0.06156751	3003.024	0.0003376642	0.998553	0.99963	1.00037	1.00145	0.06104489	2975.314	2247.415	2343.554	2457.312	2548.04	2163.836	2401.009	2366.813	2305.324	2408.425
1721	1	-330.9692	-192.2393	-138.7299	600128.1	0.05315697	2994.464	0.0001940032	0.99836	0.99958	1.00042	1.00164	0.05155795	2950.771	2239.111	2313.019	2469.481	2542.853	2321.966	2403.424	2346.809	2253.473	2412.587
1722	0	-327.5264	-192.2394	-135.287	991563.2	0.05518339	2992.096	0.0002793609	0.998724	0.999674	1.00033	1.00128	0.05579107	2952.107	2269.02	2341.531	2444.474	2533.351	2215.685	2396.137	2266.293	2294.27	2387.832
1723	1	-326.6388	-192.2396	-134.3992	894394.7	0.05503086	3095.291	0.0003729187	0.998656	0.999656	1.00034	1.00134	0.05939736	2963.759	2256.057	2308.537	2428.99	2543.718	2307.468	2401.347	2332.952	2327.866	2383.528
1724	0	-328.3098	-192.2394	-136.0703	965411.5	0.05339085	3076.15	0.0002011415	0.998707	0.999669	1.00033	1.00129	0.05317101	2974.789	2264.764	2299.034	2428.654	2504.157	2163.403	2407.904	2357.224	2278.857	2419.176
1725	1	-333.3348	-192.2394	-141.0954	201228.6	0.06158315	2980.502	0.0002177665	0.997168	0.999275	1.00072	1.00284	0.05559514	2965.812	2236.334	2296.406	2429.033	2539.234	2178.222	2390.678	2285.27	2328.416	2378.725
1726	0	-335.2333	-192.2394	-142.9938	197103.9	0.05080251	3006.428	0.0007263906	0.997138	0.999267	1.00073	1.00286	0.04994199	2970.15	2241.918	2344.357	2436.894	2539.11	2195.963	2405.676	2267.976	2305.926	2386.169
1727	1	-336.8878	-192.2394	-144.6484	505787.9	0.05552731	3055.439	0.0003460142	0.998213	0.999543	1.00046	1.00179	0.05585172	2973.637	2229.537	2337.519	2453.196	2516.331	2323.192	2391.529	2314.718	2312.075	2399.308
1728	0	-329.3331	-192.2394	-137.0936	643003.4	0.04889182	3028.241	0.0006527137	0.998415	0.999595	1.0004	1.00159	0.05240692	2960.867	2251.01	2306.446	2471.057	2529.182	2139.957	2404.971	2300.718	2306.207	2376.9
1729	1	-324.6006	-192.2394	-132.3612	434301.3	0.0537356	2998.575	0.0006696914	0.998072	0.999507	1.00049	1.00193	0.05467961	2962.479	2210.219	2343.086	2442.706	2547.674	2309.171	2391.903	2274.784	2308.375	2400.915
1730	0	-325.0798	-192.2394	-132.8404	576227.8	0.04966015	3026.309	0.0005957518	0.998326	0.999572	1.00043	1.00167	0.04635415	2963.949	2234.326	2320.463	2438.834	2505.735	2126.11	2393.432	2359.237	2252.084	2397.458
1731	1	-321.8061	-192.2394	-129.5667	270020.6	0.06042793	2987.632	0.00059216	0.997555	0.999374	1.00062	1.00245	0.05706517	2965.822	2220.343	2349.771	2429.783	2505.454	2273.516	2400.484	2321.843	2342.474	2389.453
1732	0	-324.6964	-192.2394	-132.4569	581024.7	0.04616631	3022.865	0.0003473778	0.998333	0.999574	1.00043	1.00167	0.04650264	2957.119	2265.286	2267.287	2445.275	2539.971	2213.337	2390.976	2330.488	2332.325	2393.289
1733	1	-326.5726	-192.2394	-134.3332	931628.9	0.0558147	3018.325	0.0004230553	0.998683	0.999663	1.00034	1.00132	0.05782194	2974.475	2247.912	2343.938	2471.171	2546.694	2304.886	2402.244	2366.86	2307.231	2391.742
1734	0	-325.0003	-192.2394	-132.7609	707082.9	0.0481246	3023.786	0.0006187623	0.998489	0.999613	1.00039	1.00151	0.04551203	2979.368	2256.884	2317.762	2428.019	2540.212	2132.503	2397.104	2355.389	2256.901	2405.504
1735	1	-327.8567	-192.2442	-135.6125	239149.5	0.05518103	3071.521	0.0006995263	0.997402	0.999335	1.00066	1.0026	0.05478249	2977.132	2267.31	2318.346	2468.565	2520.034	2173.168	2401.516	2359.248	2301.982	2414.257
1736	0	-312.9309	-192.2394	-120.6915	953923.2	0.04656251	2984.487	0.0009356499	0.998699	0.999667	1.00033	1.0013	0.04101887	2950.781	2258.675	2338.799	2456.934	2502.649	2311.69	2406.388	2317.236	2342.833	2386.201
1737	1	-329.272	-192.2394	-137.0325	211434	0.04798047	3048.774	0.0005324863	0.997237	0.999293	1.0007	1.00277	0.04688713	2979.024	2212.783	2346.902	2463.376	2505.532	2286.405	2402.111	2322.692	2255.781	2416.911
1738	0	-327.3593	-192.2394	-135.1199	276928.1	0.04577996	3013.073	0.001222195	0.997586	0.999382	1.00062	1.00242	0.03987614	2952.236	2261.025	2291.446	2426.224	2518.451	2205.747	2408.92	2313.017	2250.158	2396.072
1739	1	-332.4255	-192.2935	-140.132	57265.65	0.04894744	3012.494	0.0004241685	0.994693	0.998638	1.00135	1.00532	0.05119424	2962.998	2259.548	2263.157	2460.378	2502.202	2174.984	2391.767	2337.713	2302.342	2399.349
1740	0	-327.9806	-192.2394	-135.7411	103418.5	0.04221127	3073.352	0.0005908414	0.99605	0.998988	1.00101	1.00396	0.04453114	2972.346	2242.205	2251.308	2464.054	2522.463	2155.984	2408.094	2358.231	2304.032	2389.874
1741	1	-331.9946	-192.2394	-139.7552	586950.2	0.05078172	3027.27	0.0007082121	0.998341	0.999576	1.00042	1.00166	0.05219361	2951.18	2254.241	2296.861	2434.263	2507.502	2206.305	2409.197	2354.371	2326.066	2398.071
1742	0	-335.1035	-192.2394	-142.864	185799.9	0.04135199	3015.71	0.0003678429	0.997053	0.999245	1.00075	1.00295	0.03906352	2979.568	2214.857	2344.934	2435.911	2507.944	2148.038	2406.113	2323.813	2281.838	2396.436
1743	1	-333.1194	-192.2394	-140.88	164682.5	0.05243005	3060.413	0.0004288947	0.996869	0.999198	1.0008	1.00313	0.05112279	2979.101	2273.155	2269.641	2444.987	2506.02	2126.419	2393.206	2272.729	2305.861	2399.967
1744	0	-334.1043	-192.2394	-141.8649	484988.6	0.04163963	2982.264	0.0007772132	0.998175	0.999533	1.00047	1.00183	0.0413889	2967.294	2259.332	2349.371	2427.666	2546.215	2214.985	2409.993	2333.676	2319.955	2410.331
1745	1	-325.4165	-192.2399	-133.1766	146933	0.04697239	3034.882	0.0004262453	0.996686	0.999151	1.00085	1.00332	0.04829954	2952.721	2252.712	2268.262	2462.727	2507.108	2218.696	2393.836	2357.051	2330.192	2393.298
1746	0	-324.042	-192.2394	-131.8025	331928.2	0.04330856	2991.617	0.0003419084	0.997795	0.999436	1.00056	1.00221	0.04287082	2956.825	2269.691	2287.279	2473.21	2527.682	2152.054	2393.355	2305.455	2345.679	2417.014
1747	1	-332.7568	-192.2394	-140.5174	237852.7	0.04508299	3073.257	0.0004258763	0.997395	0.999333	1.00066	1.00261	0.04618658	2971.394	2254.883	2290.829	2465.661	2537.165	2183.42	2396.187	2359.617	2271.456	2375.42
1748	0	-327.0561	-192.2394	-134.8167	929235.6	0.04133728	3041.806	0.0002893373	0.998682	0.999663	1.00034	1.00132	0.04312331	2963.195	2274.263	2318.855	2472.133	2539.039	2239.174	2401.001	2367.968	2337.885	2402.351
1749	1	-319.3927	-192.2399	-127.1528	13322.29	0.0436103	2981.454	0.0003690046	0.989009	0.997166	1.00279	1.01103	0.04684704	2962.529	2250.349	2307.596	2462.237	2538.417	2323.374	2391.875	2360.15	2273.465	2375.201
1750	0	-329.1035	-192.2394	-136.864	373066.1	0.04165194	3016.465	0.0003621743	0.99792	0.999468	1.00053	1.00208	0.03965092	2972.6	2272.032	2303.884	2438.56	2500.676	2210.174	2408.382	2281.603	2272.7	2399.526
1751	1	-317.1977	-192.2394	-124.9583	857857.9	0.04830909	3026.658	0.0004152027	0.998628	0.999649	1.00035	1.00137	0.04701952	2975.845	2262.943	2343.628	2443.281	2537.046	2164.342	2400.735	2288.658	2347.984	2391.395
1752	0	-325.6804	-192.2394	-133.441	10244.97	0.03884713	3069.552	0.0004648938	0.98747	0.996765	1.00318	1.01259	0.03857976	2975.399	2271.342	2316.841	2451.981	2547.359	2247.011	2391.554	2318.507	2272.613	2378.034
1753	1	-335.7097	-192.2394	-143.4703	407299.8	0.0458874	3080.454	0.0004264231	0.998009	0.999491	1.00051	1.00199	0.04888008	2957.475	2213.531	2315.324	2439.239	2531.652	2186.348	2404.293	2277.883	2326.66	2409.569
1754	0	-318.5951	-192.2468	-126.3484	191622.1	0.03796986	2999.135	0.0004322232	0.997098	0.999257	1.00074	1.00291	0.04090589	2979.61	2239.222	2282.268	2473.896	2501.526	2148.971	2399.512	2342.792	2292.778	2409.427
1755	1	-326.8783	-192.2394	-134.6389	757373.4	0.04737583	3040.947	0.0005594651	0.99854	0.999627	1.00037	1.00146	0.04658395	2952.505	2249.514	2315.406	2429.518	2512.605	2195.553	2399.84	2250.505	2322.705	2392.867
1756	0	-324.8843	-192.2395	-132.6449	905458.1	0.03807364	3079.329	0.0005463894	0.998664	0.999658	1.00034	1.00134	0.0399277	2956.707	2264.764	2283.87	2455.534	2518.212	2201.351	2393.86	2282.718	2307.934	2402.14
1757	1	-324.8438	-192.242	-132.6018	312063.2	0.04538932	3082.017	0.0005227028	0.997726	0.999418	1.00058	1.00228	0.04443946	2952.872	2273.091	2329.865	2437.871	2537.469	2155.308	2400.495	2325.008	2342.657	2404.31
1758	0	-325.2759	-192.2394	-133.0364	994504.3	0.04209595	2999.553	0.0003850844	0.998726	0.999674	1.00033	1.00127	0.04340404	2975.514	2270.364	2326.153	2450.798	2542.622	2128.508	2409.733	2279.909	2325.262	2390.298
1759	1	-317.5865	-192.2374	-125.3491	651973.2	0.04230385	3080.344	0.0004988	0.998426	0.999597	1.0004	1.00157	0.04251714	2952.664	2248.715	2326.692	2453.852	2546.91	2267.037	2404.188	2304.753	2273.984	2417.246
1760	0	-321.8692	-192.2398	-129.6294	850526.2	0.0422868	2997.071	0.0006170034	0.998622	0.999648	1.00035	1.00138	0.04215852	2973.172	2265.884	2337.074	2430.462	2531.105	2145.17	2396.756	2320.203	2305.149	2407.956
1761	1	-341.3042	-192.2394	-149.0648	703311.3	0.03829116	3050.174	0.0003782166	0.998485	0.999612	1.00039	1.00152	0.03974949	2957.1	2227.813	2311.666	2440.175	2518.586	2189.786	2405.313	2367.325	2256.47	2379.168
1762	0	-329.1926	-192.2394	-136.9531	179669	0.04313272	3007.958	0.0002998408	0.997003	0.999232	1.00076	1.003	0.0414244	2952.382	2220.71	2348.919	2442.6	2500.772	2174.135	2400.07	2333.411	2257.352	2391.343
1763	1	-330.5399	-192.2394	-138.3005	997479.3	0.04227889	3013.122	0.000705589	0.998728	0.999675	1.00032	1.00127	0.03843972	2967.863	2268.797	2273.168	2446.147	2500.501	2143.932	2390.484	2290.787	2261.077	2391.936
1764	0	-329.7481	-192.2394	-137.5087	157045	0.03931263	2994.491	0.000349096	0.996794	0.999179	1.00082	1.00321	0.04202816	2958.164	2242.954	2345.252	2468.845	2545.291	2148.406	2394.938	2282.903	2316.647	2414.11
1765	1	-327.5489	-192.2394	-135.3094	206906.5	0.04305937	3003.965	0.0002276489	0.997207	0.999285	1.00071	1.0028	0.04337651	2971.135	2266.119	2259.125	2459.148	2538.585	2137.14	2402.84	2366.331	2290.842	2415.584
1766	0	-335.5919	-192.2394	-143.3525	539796.9	0.0396873	2996.407	0.0003383662	0.99827	0.999558	1.00044	1.00173	0.04076253	2966.289	2239.083	2289.525	2470.653	2548.864	2127.229	2401.871	2300.984	2321.956	2388.87
1767	1	-321.6756	-192.2394	-129.4361	649564.6	0.0488663	3080.197	0.0007329508	0.998423	0.999597	1.0004	1.00158	0.04947391	2977.827	2222.112	2265.483	2470.388	2545.92	2273.619	2392.414	2280.933	2254.388	2386.517
1768	0	-328.565	-192.2394	-136.3257	297710	0.04308844	3008.255	0.0005333766	0.997671	0.999404	1.00059	1.00233	0.03912545	2951.21	2232.925	2327.637	2465.612	2507.905	2139.384	2397.112	2359.123	2258.599	2376.572
1769	1	-319.7776	-194.8831	-124.8945	449489.9	0.05338832	2987.956	0.000411626	0.998105	0.999515	1.00048	1.0019	0.05454575	2950.826	2260.424	2309.023	2464.54	2530.315	2255.926	2390.699	2276.442	2305.907	2391.803
1770	0	-329.7965	-192.2394	-137.5571	481154.7	0.03709496	3084.332	0.0003315105	0.998168	0.999531	1.00047	1.00183	0.03773787	2972.1	2219.463	2283.791	2468.388	2538.196	2318.991	2403.217	2312.118	2312.385	2404.055
1771	1	-322.0189	-192.2404	-129.7785	237616.6	0.05342907	3000.404	0.0003048615	0.997394	0.999333	1.00066	1.00261	0.05246862	2959.515	2256.868	2312.019	2435.07	2525.983	2189.729	2398.852	2297.488	2309.315	2393.431
1772	0	-326.757	-192.2395	-134.5175	55633.91	0.03737209	3075.168	0.0007269513	0.994616	0.998618	1.00137	1.00539	0.03552907	2975.506	2210.802	2277.884	2447.875	2534.748	2318.224	2397.444	2258.123	2319.029	2420.518
1773	1	-324.2057	-192.2543	-131.9513	27180.24	0.06015382	3001.873	0.0008598142	0.992301	0.99802	1.00196	1.00772	0.05525623	2967.111	2214.07	2259.533	2458.417	2508.377	2323.831	2394.72	2268.315	2262.355	2395.585
1774	0	-325.7546	-192.2394	-133.5151	630772.3	0.03650072	3074.551	0.0003467662	0.9984	0.999591	1.00041	1.0016	0.03891222	2962.882	2221.587	2329.733	2472.131	2510.719	2130.25	2399.655	2261.469	2271.988	2406.936
1775	1	-324.7993	-192.2394	-132.5599	999914.6	0.06064472	3052.704	0.0006637633	0.998729	0.999675	1.00032	1.00127	0.06107176	2968.187	2249.971	2344.834	2441.166	2532.623	2300.11	2398.056	2301.733	2298.184	2423.994
1776	0	-334.9349	-192.2394	-142.6955	955777.3	0.03874609	3092.899	0.0004896952	0.9987	0.999668	1.00033	1.0013	0.03765386	2958.902	2255.248	2323.368	2443.752	2507.39	2148.88	2401.23	2367.029	2304.76	2385.19
1777	1	-322.9569	-192.3359	-130.621	753291.3	0.06096732	2980.581	0.0003571414	0.998536	0.999626	1.00037	1.00146	0.05974723	2959.637	2226.781	2325.248	2458.517	2522.123	2289.603	2391.95	2367.752	2330.025	2385.509
1778	0	-335.0672	-192.2404	-142.8268	194009.4	0.04220851	3011.468	0.0003496663	0.997116	0.999261	1.00074	1.00289	0.04501392	2978.797	2254.903	2271.543	2426.607	2527.48	2179.483	2407.818	2255.544	2336.263	2400.894
1779	1	-323.913	-192.3939	-131.5191	72579.46	0.0620348	2993.483	0.0003772046	0.995286	0.998791	1.0012	1.00472	0.06201207	2976.027	2274.2	2285.476	2448.811	2510.471	2147.643	2398.611	2289.21	2259.052	2399.412
1780	0	-323.1792	-192.2394	-130.9397	788800.1	0.04731924	2994.293	0.00047881	0.998569	0.999634	1.00037	1.00143	0.04648681	2953.651	2228.674	2311.973	2454.514	2514.538	2192.085	2399.472	2335.003	2300.254	2393.824
1781	1	-330.6075	-192.2394	-138.368	173897.9	0.05619213	3002.156	0.000208991	0.996954	0.99922	1.00078	1.00305	0.05216928	2963.799	2242.517	2322.399	2461.7	2501.972	2193.883	2409.069	2334.568	2349.331	2403.265
1782	0	-328.2506	-192.2394	-136.0112	964868.6	0.05161773	3045.391	0.0003931299	0.998706	0.999669	1.00033	1.00129	0.0471144	2958.467	2222.204	2263.866	2461.266	2533.333	2189.087	2397.682	2254.168	2346.633	2397.421
1783	1	-327.7546	-192.2394	-135.5151	204798.5	0.05452224	2990.538	0.0007491884	0.997193	0.999281	1.00072	1.00281	0.05741044	2963.566	2227.256	2321.467	2456.682	2506.108	2156.223	2404.286	2294.73	2265.264	2375.478
1784	0	-317.3716	-192.2394	-125.1321	591395.1	0.0476541	2994.904	0.0007356399	0.998348	0.999577	1.00042	1.00165	0.04325244	2963.442	2225.374	2287.462	2462.647	2531.078	2152.607	2401.834	2293.443	2329.31	2390.03
1785	1	-320.2524	-192.2394	-128.013	830825.7	0.05988437	3003.82	0.000757585	0.998606	0.999643	1.00036	1.00139	0.05947395	2952.727	2213.944	2325.71	2458.876	2518.892	2269.048	2405.95	2296.129	2316.245	2413.368
1786	0	-322.1757	-192.2394	-129.9363	111765.5	0.04734932	3020.764	0.0002809257	0.9962	0.999026	1.00097	1.0038	0.04582088	2953.802	2261.422	2346.11	2460.314	2521.285	2209.182	2407.017	2326.858	2281.22	2423.716
1787	1	-327.3662	-192.2394	-135.1268	208611.4	0.05508323	3007.803	0.0003851686	0.997218	0.999288	1.00071	1.00278	0.05871212	2970.379	2217.248	2330.12	2453.086	2511.791	2272.497	2404.226	2310.461	2311.906	2415.41
1788	0	-321.0217	-192.2665	-128.7553	202990.8	0.05281379	3027.267	0.000618987	0.99718	0.999278	1.00072	1.00282	0.04544133	2970.074	2261.552	2266.057	2455.921	2536.432	2143.349	2394.726	2265.661	2311.367	2397.664
1789	1	-328.2054	-192.2394	-135.9659	243663.7	0.06432364	3064.791	0.0005211814	0.997426	0.999341	1.00066	1.00258	0.06423833	2979.312	2255.204	2323.73	2431.899	2539.346	2161.375	2401.567	2284.543	2250.71	2389.718
1790	0	-328.767	-192.2394	-136.5275	382980	0.05497834	3086.798	0.0003503357	0.997947	0.999475	1.00052	1.00205	0.05476828	2958.459	2247.473	2256.268	2465.999	2527.364	2126.39	2408.272	2352.108	2340.908	2388.201
1791	1	-320.7406	-192.2405	-128.5	507161.5	0.06916701	3019.592	0.0003245662	0.998216	0.999544	1.00046	1.00179	0.07041205	2977.883	2263.251	2308.684	2468.287	2546.083	2195.179	2397.584	2262.124	2330.42	2410.71
1792	0	-326.604	-192.2394	-134.3645	526853.4	0.05381835	3026.234	0.0002418067	0.998249	0.999552	1.00045	1.00175	0.0529873	2957.3	2274.226	2319.109	2473.816	2532.374	2136.073	2404.474	2338.796	2309.974	2405.436
1793	1	-329.8691	-192.2394	-137.6297	321313.5	0.0706998	2998.298	0.0002605808	0.997758	0.999426	1.00057	1.00224	0.06814268	2954.878	2235.098	2284.221	2466.657	2535.569	2170.895	2392.367	2273.446	2311.797	2411.648
1794	0	-333.9152	-192.2394	-141.6758	219244.7	0.05325401	3074.186	0.0003597383	0.997287	0.999305	1.00069	1.00272	0.05464156	2951.108	2210.463	2291.833	2430.298	2532.334	2271.763	2392.821	2347.74	2288.598	2399.127
1795	1	-324.8721	-192.2394	-132.6327	17158.34	0.05860274	2990.662	0.0003693547	0.990313	0.997505	1.00246	1.00972	0.06024375	2958.99	2221.885	2269.655	2431.526	2546.054	2186.887	2409.387	2338.508	2330.236	2390.99
1796	0	-332.8406	-192.2394	-140.6011	454411.5	0.05715331	3012.486	0.0004923198	0.998115	0.999518	1.00048	1.00189	0.05777078	2970.658	2227.425	2308.746	2469.697	2502.065	2141.704	2401.892	2315.822	2270.331	2380.798
1797	1	-326.4017	-192.2394	-134.1623	105066.3	0.05942128	2980.491	0.0002697742	0.996081	0.998996	1.001	1.00392	0.05742875	2961.775	2246.337	2313.048	2461.357	2503.444	2165.054	2396.424	2347.529	2309.245	2422.592
1798	0	-329.1831	-192.2394	-136.9436	167426.6	0.05984159	3061.798	0.0003024894	0.996895	0.999205	1.00079	1.00311	0.05765359	2974.636	2257.031	2284.247	2456.602	2536.912	2134.527	2392.603	2322.34	2290.67	2389.82
1799	1	-326.0682	-192.2394	-133.8288	206332.7	0.06161981	3012.146	0.0005806724	0.997203	0.999284	1.00071	1.0028	0.06452578	2963.002	2266.776	2342.242	2450.194	2511.79	2188.079	2399.337	2343.449	2311.936	2424.462
1800	0	-332.7299	-192.2394	-140.4904	319870.5	0.05817042	3002.14	0.0003024894	0.997753	0.999425	1.00057	1.00225	0.06205143	2968.704	2217.719	2280.472	2439.271	2523.68	2130.122	2391.709	2268.674	2277.024	2384.784
1801	1	-323.8764	-192.2394	-131.637	535203.1	0.05422868	3082.733	0.0003136553	0.998263	0.999556	1.00044	1.00174	0.06200061	2951.605	2259.641	2298.473	2432.419	2527.146	2314.297	2403.759	2330.274	2277.015	2390.478
1802	0	-329.6408	-192.2394	-137.4013	529181.1	0.05594845	3060.978	0.0003367366	0.998253	0.999553	1.00045	1.00175	0.05662754	2958.469	2262.637	2318.357	2456.147	2542.443	2151.766	2408.018	2260.178	2334.824	2391.973
1803	1	-333.7449	-192.2394	-141.5054	847698.1	0.05783248	3027.746	0.0001825589	0.99862	0.999647	1.00035	1.00138	0.05828856	2976.325	2265.197	2334.036	2459.088	2548.621	2178.586	2399.471	2349.348	2296.856	2424.133
1804	0	-333.2039	-192.2394	-140.9644	533716.2	0.05604069	3057.628	0.0005174575	0.998261	0.999555	1.00044	1.00174	0.05520519	2959.534	2261.379	2314.87	2454.935	2549.184	2134.514	2405.297	2284.806	2347.395	2400.135
1805	1	-336.6987	-192.2394	-144.4593	204692.9	0.06365768	3043.645	0.0003496803	0.997192	0.999281	1.00072	1.00281	0.06043308	2968.28	2269.37	2252.269	2458.527	2544.168	2139.4	2403.513	2358.382	2291.552	2387.754
1806	0	-327.9756	-192.2394	-135.7361	275566.5	0.05317036	3016.408	0.0003685205	0.99758	0.99938	1.00062	1.00242	0.05520381	2970.703	2252.255	2259.456	2447.262	2519.639	2218.619	2403.847	2266.881	2307.673	2382.833
1807	1	-334.006	-192.2394	-141.7665	180391	0.05976277	3016.008	0.0003316218	0.997009	0.999234	1.00076	1.00299	0.05732386	2952.425	2259.126	2320.151	2461.785	2520.076	2190.948	2407.932	2298.124	2305.834	2410.513
1808	0	-327.1127	-192.2394	-134.8732	9748.186	0.05415501	3036.075	0.0005167721	0.987155	0.996682	1.00326	1.0129	0.05410839	2950.132	2212.652	2345.173	2464.94	2519.705	2283.351	2409.968	2360.584	2344.215	2418.335
1809	1	-329.4461	-192.2394	-137.2067	955443.3	0.05671572	3045.08	0.0003174919	0.9987	0.999668	1.00033	1.0013	0.05686035	2950.378	2224.621	2312.844	2429.851	2516.288	2183.64	2396.797	2316.889	2281.607	2413.02
1810	0	-331.2711	-192.2394	-139.0316	322456.4	0.06111873	3059.893	0.0002802716	0.997762	0.999427	1.00057	1.00224	0.06325058	2952.279	2262.39	2312.481	2450.305	2522.888	2318.259	2398.317	2332.832	2349.965	2392.588
1811	1	-324.7526	-192.2394	-132.5131	528904	0.05434053	3056.482	0.0006030805	0.998253	0.999553	1.00045	1.00175	0.05595622	2976.691	2259.944	2287.197	2455.964	2531.091	2206.377	2392.541	2310.738	2298.179	2398.438
1812	0	-325.5457	-192.2394	-133.3063	696684.4	0.06309814	3046.461	0.0002802716	0.998478	0.999611	1.00039	1.00152	0.06393671	2966.563	2270.72	2318.565	2432.554	2522.365	2161.261	2403.096	2364.884	2276.119	2396.285
1813	1	-325.1941	-192.2394	-132.9547	949761.8	0.05613384	3005.914	0.0003281681	0.998696	0.999667	1.00033	1.0013	0.05183607	2975.922	2256.958	2295.475	2429.718	2546.982	2213.179	2399.481	2367.996	2264.634	2396.138
1814	0	-333.8548	-192.2394	-141.6153	51761.8	0.06736778	3052.84	0.0003815599	0.994419	0.998567	1.00142	1.00559	0.06420847	2958.238	2255.416	2291.403	2460.636	2542.786	2171.291	2408.07	2320.413	2316.143	2375.323
