Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
279	1	-327.3496	-192.2406	-135.1089	45638.45	0.04413314	3065.564	0.0002852127	0.994056	0.998474	1.00151	1.00596	0.04627442	2977.038	2229.02	2282.384	2470.589	2521.389	2170.39	2397.175	2353.222	2339.022	2403.569
280	0	-327.0463	-192.2394	-134.8068	192829.4	0.2309489	3063.013	0.0002572837	0.997107	0.999259	1.00074	1.0029	0.2292915	2972.439	2269.005	2278.279	2429.073	2502.697	2233.908	2392.921	2353.313	2324.985	2421.545
281	1	-329.868	-192.2394	-137.6286	725492.4	0.04288353	3087.959	0.0002768754	0.998508	0.999618	1.00038	1.00149	0.04155451	2958.168	2254.243	2310.765	2463.051	2506.567	2137.735	2393.342	2281.418	2305.871	2385.834
282	0	-330.9955	-192.2394	-138.756	133526.8	0.2335221	3058.17	8.37977e-05	0.996524	0.999109	1.00089	1.00348	0.2302779	2958.264	2236.965	2341.651	2466.542	2508.52	2315.049	2394.465	2344.03	2343.69	2404.537
283	1	-328.7413	-192.2377	-136.5036	129211.2	0.04272351	3085.7	0.0002768754	0.996466	0.999095	1.0009	1.00354	0.04449965	2959.524	2271.209	2342.814	2430.485	2526.442	2190.473	2404.16	2311.951	2280.069	2410
284	0	-338.7582	-192.2394	-146.5188	667792.1	0.2217747	3091.787	9.890059e-05	0.998445	0.999602	1.0004	1.00156	0.2229751	2960.294	2229.826	2336.538	2425.424	2535.176	2309.944	2399.022	2364.584	2338.372	2397.793
285	1	-330.4303	-192.2394	-138.1909	281393.2	0.04089144	3047.019	0.0005041744	0.997605	0.999387	1.00061	1.0024	0.03587151	2970.507	2261.51	2342.578	2453.264	2539.648	2132.517	2397.269	2337.515	2261.286	2421.458
286	0	-332.0776	-192.2394	-139.8382	166991.1	0.2208078	2985.923	0.0001777018	0.996891	0.999204	1.00079	1.00311	0.2229751	2956.162	2224.886	2271.196	2474.76	2512.64	2156.611	2401.826	2321.77	2321.078	2381.092
287	1	-323.7039	-192.2394	-131.4645	377046.2	0.03770035	3035.191	0.0004516502	0.997931	0.999471	1.00053	1.00207	0.04028765	2956.845	2240.514	2340.722	2445.651	2533.303	2144.059	2401.422	2266.051	2329.682	2378.286
288	0	-329.091	-192.2394	-136.8515	363489.2	0.2260046	3012.664	0.0002417766	0.997892	0.999461	1.00054	1.00211	0.2223999	2972.899	2259.942	2311.629	2469.368	2510.913	2184.149	2401.979	2308.197	2283.159	2409.593
289	1	-321.7956	-192.2394	-129.5562	463660.3	0.03825213	2996.078	0.000564104	0.998134	0.999523	1.00048	1.00187	0.03964075	2961.381	2249.957	2281.853	2454.561	2522.857	2171.272	2405.021	2335.455	2266.446	2404.147
290	0	-326.5742	-192.2394	-134.3348	275770.4	0.2119765	3065.984	0.0001898772	0.997581	0.999381	1.00062	1.00242	0.2129241	2959.198	2219.078	2267.193	2468.665	2534.452	2185.82	2400.199	2283.073	2268.333	2384.205
291	1	-336.7884	-192.2394	-144.549	825739.6	0.03493151	3019.112	0.0002685579	0.998602	0.999642	1.00036	1.0014	0.03713354	2974.892	2245.326	2345.024	2427.745	2532.268	2138.341	2391.121	2265.356	2255.564	2387.322
292	0	-328.0167	-192.2394	-135.7773	943038.6	0.2178198	3046.073	0.0001674477	0.998691	0.999665	1.00033	1.00131	0.2130737	2957.496	2241.172	2343.678	2437.879	2509.758	2178.347	2397.286	2360.719	2297.638	2407.282
293	1	-330.3988	-192.2394	-138.1594	282440	0.03451232	2997.62	0.000284585	0.997609	0.999388	1.00061	1.00239	0.03093554	2972.835	2270.421	2251.608	2463.362	2509.09	2182.957	2398.28	2327.475	2339.829	2396.098
294	0	-329.1407	-192.2403	-136.9003	154038	0.2140887	3014.995	0.0003760631	0.996763	0.999171	1.00083	1.00324	0.2194653	2978.948	2225.537	2272.836	2454.329	2534.651	2287.079	2408.881	2345.425	2327.804	2424.478
295	1	-330.0892	-192.2394	-137.8497	459359.5	0.03155566	3084.725	0.000375285	0.998125	0.99952	1.00048	1.00188	0.03040037	2952.229	2218.048	2341.429	2433.568	2520.225	2159.795	2408.905	2263.058	2308.585	2411.385
296	0	-334.61	-192.2394	-142.3706	292879.8	0.2338517	3052.919	0.0001506628	0.997652	0.999399	1.0006	1.00235	0.2295146	2956.763	2216.189	2335.828	2470.903	2529.86	2239.965	2395.211	2332.346	2264.357	2409.158
297	1	-331.1713	-192.2394	-138.9319	591302.6	0.03733662	2999.992	0.0002837146	0.998347	0.999577	1.00042	1.00165	0.03691623	2979.144	2236.489	2302.209	2474.816	2531.818	2149.342	2395.168	2364.299	2313.315	2394.742
298	0	-333.2843	-192.2394	-141.0449	942575.9	0.2299402	3084.304	0.000376696	0.998691	0.999665	1.00033	1.00131	0.2274958	2950.26	2218.905	2341.149	2470.312	2505.625	2297.218	2390.637	2326.692	2251.346	2398.309
299	1	-325.4138	-192.284	-133.1298	192162.5	0.04060038	3031.428	0.0004910011	0.997102	0.999258	1.00074	1.0029	0.03629168	2954.887	2268.181	2274.089	2443.552	2511.943	2248.963	2401.323	2347.149	2284.498	2417.59
300	0	-337.976	-192.2394	-145.7365	438676.7	0.2332491	3057.771	0.0001688946	0.998081	0.999509	1.00049	1.00192	0.2332893	2967.273	2251.976	2347.813	2448.188	2535.878	2211.709	2401.812	2320.544	2266.62	2422.633
301	1	-334.4505	-192.2403	-142.2101	722658	0.0371015	3085.389	0.0004910011	0.998505	0.999618	1.00038	1.0015	0.03882916	2972.493	2249.417	2322.185	2445.747	2518.438	2322.635	2405.315	2285.301	2269.017	2392.146
302	0	-335.3387	-192.2394	-143.0992	730326	0.2311248	3029.606	7.402328e-05	0.998513	0.99962	1.00038	1.00149	0.2314581	2952.423	2238.518	2295.698	2436.338	2512.24	2160.754	2400.543	2272.247	2334.215	2417.153
303	1	-336.6412	-192.2394	-144.4018	349903.2	0.03527727	3090.464	0.000482088	0.997852	0.99945	1.00055	1.00215	0.03338723	2960.132	2262.038	2347.112	2443.344	2541.051	2312.768	2393.292	2346.761	2322.203	2390.649
304	0	-331.613	-192.2394	-139.3735	930088.9	0.2309288	3047.265	0.0001166439	0.998682	0.999663	1.00034	1.00132	0.2285388	2950.915	2246.855	2266.804	2474.755	2508.156	2195.905	2397.463	2315.678	2266.605	2405.426
305	1	-333.8437	-192.2394	-141.6043	696903.2	0.03564029	3022.734	0.0002784291	0.998478	0.999611	1.00039	1.00152	0.03483715	2954.22	2244.342	2337.139	2444.638	2514.612	2163.399	2393.538	2332.351	2339.185	2390.144
306	0	-331.4095	-192.2394	-139.17	821582.9	0.2309288	3019.776	7.962003e-05	0.998598	0.999641	1.00036	1.0014	0.2355181	2972.13	2269.996	2332.446	2456.371	2522.133	2166.196	2405.046	2262.16	2274.657	2387.229
307	1	-331.536	-192.2394	-139.2965	925427.7	0.03239781	3006.593	0.0001740883	0.998679	0.999662	1.00034	1.00132	0.03258134	2967.586	2261.256	2306.615	2458.175	2519.943	2150.435	2406.209	2332.765	2334.476	2378.401
308	0	-343.6586	-192.2394	-151.4192	138931.6	0.2321462	3040.709	7.114724e-05	0.996592	0.999127	1.00087	1.00341	0.2335975	2959.882	2233.786	2267.451	2464.477	2532.591	2143.682	2403.977	2252.202	2258.386	2409.501
309	1	-330.9183	-192.2427	-138.6756	141719.7	0.03095547	3018.176	0.00039209	0.996626	0.999136	1.00086	1.00338	0.02951922	2967.788	2261.39	2334.033	2440.021	2515.359	2137.342	2404.401	2316.789	2346.263	2415.539
310	0	-326.9298	-192.2394	-134.6904	466833.6	0.2345294	3012.811	0.0001735391	0.99814	0.999524	1.00047	1.00186	0.2310649	2950.682	2240.454	2323.022	2470.973	2541.495	2168.08	2394.539	2322.357	2299.6	2385.988
311	1	-325.7617	-192.2394	-133.5222	584787.7	0.03653803	2996.966	0.0004829739	0.998338	0.999575	1.00042	1.00166	0.03320169	2973.165	2263.908	2347.877	2438.656	2525.573	2159.318	2399.515	2315.155	2275.926	2403.075
312	0	-336.9195	-192.2394	-144.6801	180003.3	0.2274377	3088.712	0.0001705917	0.997006	0.999233	1.00076	1.003	0.2227663	2957.92	2244.938	2276.943	2456.914	2523.496	2192.96	2399.113	2343.48	2330.024	2412.197
313	1	-330.7797	-192.2394	-138.5403	898900.9	0.03234255	3082.142	0.0004241933	0.99866	0.999657	1.00034	1.00134	0.03103091	2964.893	2233.072	2328.313	2446.984	2540.312	2186.271	2394.498	2333.357	2341.557	2402.471
314	0	-329.7722	-192.2394	-137.5328	838084.3	0.2112143	3094.039	0.000216928	0.998612	0.999645	1.00035	1.00139	0.2116103	2953.894	2220.837	2333.195	2464.936	2511.808	2291.401	2393.234	2325.446	2321.183	2382.261
315	1	-323.7641	-192.2394	-131.5247	174879.5	0.02719994	3007.254	0.001027286	0.996962	0.999222	1.00077	1.00304	0.03059104	2950.039	2231.03	2333.816	2437.445	2509.788	2313.885	2403.995	2294.253	2335.722	2397.447
316	0	-342.3152	-192.2394	-150.0757	571245.3	0.2039153	3077.128	0.0001740376	0.998319	0.99957	1.00043	1.00168	0.2000385	2962.534	2264.568	2299.524	2432.485	2526.598	2141.178	2401.854	2252.994	2282.74	2392.523
317	1	-330.0307	-192.2394	-137.7913	502316.2	0.02329627	3077.37	0.0005694561	0.998207	0.999541	1.00046	1.00179	0.02818713	2954.616	2264.463	2342.852	2437.91	2518.359	2167.578	2390.197	2285.427	2300.203	2406.542
318	0	-327.6006	-192.2394	-135.3612	462531.8	0.2082822	3033.279	0.0001706279	0.998132	0.999522	1.00048	1.00187	0.2101925	2960.61	2273.563	2299.974	2427.108	2544.809	2183.574	2406.787	2313.121	2273.263	2414.672
319	1	-334.6623	-192.2394	-142.4228	948217.6	0.02995469	3025.947	0.0002185989	0.998695	0.999666	1.00033	1.00131	0.02845333	2959.09	2253.051	2294.916	2429.097	2509.013	2133.769	2403.526	2300.621	2291.361	2387.628
320	0	-335.3553	-192.2394	-143.1159	442847.1	0.203504	3026.269	0.0001355537	0.998091	0.999511	1.00049	1.00191	0.2038339	2969.364	2249.154	2285.874	2428.294	2523.175	2159.749	2400.583	2277.717	2316.923	2399.079
321	1	-332.0316	-192.2394	-139.7922	966565	0.03321731	3077.016	0.0006004363	0.998707	0.999669	1.00033	1.00129	0.03069534	2972.27	2272.984	2317.323	2444.973	2543.016	2187.706	2409.608	2366.824	2312.355	2394.628
322	0	-323.4183	-192.2394	-131.1789	626537	0.198353	3007.295	0.0001635657	0.998395	0.999589	1.00041	1.00161	0.1995337	2964.863	2223.285	2349.322	2468.287	2522.145	2303.899	2404.94	2316.999	2341.858	2396.738
323	1	-324.1106	-192.2393	-131.8713	465072.3	0.03161352	3010.456	0.0005514186	0.998137	0.999523	1.00048	1.00186	0.0292476	2975.076	2249.896	2330.968	2466.587	2528.131	2303.473	2393.683	2356.035	2264.189	2386.271
324	0	-340.4034	-192.2394	-148.164	81114.43	0.2034368	3079.234	0.0001267398	0.99554	0.998857	1.00114	1.00447	0.2036137	2959.562	2213.145	2287.751	2430.782	2537.581	2161.731	2397.69	2250.109	2329.013	2400.75
325	1	-316.6637	-192.2417	-124.422	866380.6	0.03278134	2983.432	0.0007048617	0.998635	0.999651	1.00035	1.00137	0.03259027	2967.633	2239.54	2254.815	2433.191	2510.954	2135.458	2399.122	2298.397	2293.964	2414.08
326	0	-334.358	-192.2394	-142.1185	939869.8	0.2102563	2997.541	0.0001937846	0.998689	0.999665	1.00033	1.00131	0.2045387	2965.315	2269.26	2316.625	2438.45	2523.356	2148.899	2404.749	2363.331	2349.15	2400.873
327	1	-336.2902	-192.2394	-144.0508	332608.3	0.02990393	3022.37	0.0002437051	0.997797	0.999436	1.00056	1.0022	0.03100922	2972.023	2237.382	2280.315	2446.493	2504.266	2150.829	2402.904	2322.959	2298.336	2395.712
328	0	-335.7608	-192.2394	-143.5214	736384.1	0.2114154	3043.886	6.096426e-05	0.998519	0.999621	1.00038	1.00148	0.2094289	2976.041	2264.791	2327.272	2453.541	2523.235	2187.553	2397.417	2351.825	2268.281	2396.858
329	1	-321.491	-192.2394	-129.2515	202125.1	0.0333243	3016.572	0.0005270749	0.997174	0.999276	1.00072	1.00283	0.03326867	2961.897	2219.916	2312	2461.627	2545.402	2147.02	2400.638	2330.365	2343.745	2413.183
330	0	-331.7673	-192.2394	-139.5278	961475.4	0.2072661	2991.125	8.225446e-05	0.998704	0.999669	1.00033	1.0013	0.2114128	2978.764	2246.995	2311.967	2432.682	2504.395	2160.136	2400.905	2308.735	2295.388	2398.959
331	1	-322.2576	-192.2394	-130.0181	246714.9	0.03340966	3065.109	0.0002347091	0.997442	0.999345	1.00065	1.00256	0.03495963	2971.616	2226.911	2332.73	2457.667	2507.331	2149.431	2400.483	2357.516	2330.251	2386.406
332	0	-334.5337	-192.2394	-142.2943	756154.6	0.211657	3045.493	0.0001208079	0.998539	0.999626	1.00037	1.00146	0.2133137	2958.895	2257.446	2337.001	2474.565	2522.448	2175.519	2390.511	2271.054	2312.974	2398.288
333	1	-323.7832	-192.2394	-131.5438	871626.4	0.03274813	3071.284	0.0003759174	0.998639	0.999652	1.00035	1.00136	0.03418521	2974.934	2261.559	2301.681	2465.414	2512.549	2167.957	2399.633	2262.525	2279.834	2400.53
334	0	-327.4242	-192.2394	-135.1847	128612.7	0.2127336	3057.878	0.0002341045	0.996458	0.999092	1.0009	1.00355	0.2120947	2956.1	2215.842	2345.181	2457.813	2512.183	2291.626	2407.278	2336.383	2277.363	2414.198
335	1	-331.1467	-192.2394	-138.9073	454396	0.03732349	3047.778	0.0004146427	0.998115	0.999518	1.00048	1.00189	0.03711042	2955.322	2247.948	2300.975	2444.008	2523.648	2222.403	2395.211	2356.726	2251.481	2415.155
336	0	-332.0938	-192.2394	-139.8543	310479.3	0.204506	3046.262	0.0001269363	0.99772	0.999416	1.00058	1.00228	0.2067318	2974.714	2221.771	2337.731	2432.272	2508.411	2195.658	2390.753	2320.311	2296.272	2384.466
337	1	-329.0673	-192.2394	-136.8278	501960.4	0.04326225	3042.594	0.0005347274	0.998206	0.999541	1.00046	1.00179	0.0400816	2975.569	2238.803	2312.518	2426.186	2547.958	2152.964	2395.681	2273.818	2284.947	2422.112
338	0	-333.797	-192.2394	-141.5576	430727	0.2156246	3098.372	0.0003213331	0.998064	0.999505	1.00049	1.00194	0.2113267	2977.685	2218.286	2341.584	2458.734	2503.994	2305.808	2391.669	2356.149	2338.092	2399.415
339	1	-327.7687	-192.2394	-135.5293	76732.2	0.03884512	3025.264	0.000345478	0.995415	0.998824	1.00117	1.00459	0.03750785	2951.56	2249.203	2315.268	2452.834	2528.573	2125.851	2390.228	2358.213	2296.542	2376.731
340	0	-332.7467	-192.2394	-140.5072	123326	0.2135705	3002.943	0.0001447441	0.996383	0.999073	1.00092	1.00362	0.2111794	2957.257	2248.051	2331.018	2467.571	2522.743	2142.455	2404.002	2291.293	2347.623	2420.915
341	1	-321.3506	-192.2394	-129.1111	769034.6	0.03978883	2997.755	0.000503764	0.998551	0.999629	1.00037	1.00145	0.03548457	2967.957	2217.305	2306.378	2470.536	2514.368	2186.142	2397.621	2318.909	2323.023	2389.856
342	0	-336.2315	-192.2394	-143.9921	535794.4	0.2149659	3012	7.407904e-05	0.998264	0.999556	1.00044	1.00174	0.2165805	2979.739	2261.288	2263.728	2469.18	2525.758	2194.37	2400.226	2346.667	2273.544	2416.385
343	1	-324.7094	-192.2394	-132.47	817533.1	0.03415328	3081.091	0.0003808263	0.998595	0.999641	1.00036	1.00141	0.0340873	2951.212	2270.037	2280.483	2457.492	2541.846	2143.687	2398.183	2351.09	2274.914	2419.66
344	0	-336.5853	-192.2394	-144.3459	238210.6	0.2107068	3088.952	0.0001676161	0.997397	0.999334	1.00066	1.00261	0.2072653	2967.044	2268.173	2303.098	2449.168	2516.172	2170.717	2393.779	2327.793	2344.742	2394.123
345	1	-329.0776	-192.2392	-136.8385	309587.5	0.03150788	2989.79	0.000702856	0.997716	0.999416	1.00058	1.00229	0.03547539	2970.532	2222.545	2298.973	2429.028	2545.503	2295.339	2393.414	2285.863	2272.53	2381.883
346	0	-332.8741	-192.2394	-140.6347	6608.924	0.209563	3095.186	0.0001718172	0.984408	0.995963	1.00395	1.01568	0.2091595	2974.032	2263.808	2258.312	2444.84	2536.632	2161.077	2409.056	2353.279	2347.201	2411.882
347	1	-329.6135	-192.2394	-137.3741	827734.5	0.03389307	3022.768	0.0002216565	0.998603	0.999643	1.00036	1.0014	0.03605196	2963.423	2212.305	2337.49	2456.89	2508.782	2294.794	2395.196	2319.69	2307.953	2414.504
348	0	-331.2609	-192.264	-138.9969	624088.3	0.2024834	3047.413	0.0002595702	0.998391	0.999589	1.00041	1.00161	0.1997552	2974.078	2259.946	2347.462	2447.172	2511.152	2178.633	2403.352	2355.178	2308.251	2398.024
349	1	-333.336	-192.2394	-141.0966	19050.06	0.03628231	3004.983	0.0003534675	0.990806	0.997633	1.00234	1.00922	0.03925039	2962.747	2249.922	2315.409	2473.017	2541.118	2145.953	2393.283	2288.542	2332.272	2402.463
350	0	-330.4581	-192.2394	-138.2186	917181.7	0.2083389	2998.676	0.0001740428	0.998673	0.999661	1.00034	1.00133	0.2099219	2954.54	2254.87	2284.081	2468.331	2518.077	2298.885	2401.724	2351.827	2317.515	2416.68
351	1	-313.0181	-192.2916	-120.7264	58679.83	0.03592529	3039.642	0.0008298614	0.994758	0.998655	1.00134	1.00525	0.03582816	2968.13	2247.798	2321.088	2449.557	2543.312	2211.298	2398.098	2330.926	2328.952	2405.752
352	0	-336.1959	-192.2394	-143.9564	259115.6	0.2032988	3025.856	0.0001568982	0.997504	0.999361	1.00064	1.0025	0.2047825	2959.272	2270.6	2259.734	2440.917	2502.396	2148.468	2400.177	2354.727	2265.671	2407.848
353	1	-323.1056	-192.2394	-130.8661	265590	0.03564665	2988.681	0.0005233439	0.997535	0.999369	1.00063	1.00247	0.03293775	2962.714	2218.461	2312.635	2442.96	2526.119	2160.83	2391.26	2277.885	2283.988	2391.779
354	0	-331.2135	-192.4549	-138.7587	81212	0.2074112	3097.989	0.0001757935	0.995543	0.998857	1.00114	1.00446	0.2044121	2967.208	2250.578	2313.616	2428.041	2518.036	2320.561	2401.476	2321.31	2337.953	2406.453
355	1	-333.4504	-192.2394	-141.211	472845.9	0.03177163	3039.38	0.0005130885	0.998152	0.999527	1.00047	1.00185	0.0313301	2968.739	2245.657	2293.097	2427.92	2541.508	2179.005	2401.2	2339.601	2333.385	2375.029
356	0	-328.8102	-192.2395	-136.5708	856923.8	0.1942801	3047.055	0.0001931042	0.998627	0.999649	1.00035	1.00137	0.1941297	2960.232	2247.529	2265.966	2432.422	2544.834	2144.785	2393.73	2333.783	2293.835	2413.719
357	1	-329.3786	-192.2394	-137.1392	912911.5	0.0322746	3095.966	0.000536079	0.99867	0.99966	1.00034	1.00133	0.03098143	2954.813	2272.039	2314.368	2454.947	2519.447	2171.849	2398.458	2331.727	2271.725	2406.659
358	0	-331.3407	-192.2394	-139.1013	744287.4	0.1939769	3041.086	0.0002149884	0.998527	0.999623	1.00038	1.00147	0.1930808	2978.838	2241.224	2270.159	2470.749	2501.892	2178.353	2390.288	2283.755	2268.935	2382.86
359	1	-331.9649	-192.2394	-139.7255	482428	0.03158307	3035.762	0.0003059322	0.998171	0.999532	1.00047	1.00183	0.02688024	2954.803	2273.678	2314.322	2461.886	2517.706	2134.612	2396.056	2330.62	2333.799	2379.073
360	0	-326.5626	-192.2394	-134.3232	481387.4	0.1950733	3094.113	0.0001901756	0.998169	0.999531	1.00047	1.00183	0.1973648	2971.955	2234.979	2303.164	2429.535	2513.736	2263.716	2392.699	2309.809	2318.215	2384.886
361	1	-327.5316	-192.2394	-135.2922	733516.2	0.0269354	3089.717	0.0002694428	0.998516	0.999621	1.00038	1.00148	0.02652893	2962.276	2267.777	2340.925	2459.205	2543.023	2151.17	2399.841	2287.128	2298.644	2396.116
362	0	-325.4688	-192.2394	-133.2293	657198.3	0.2018371	3067.9	0.000278623	0.998432	0.999599	1.0004	1.00157	0.2010078	2963.468	2250.806	2327.969	2473.249	2514.11	2303.162	2405.665	2367.467	2297.229	2411.061
363	1	-330.1868	-192.2003	-137.9865	545277.7	0.02350281	2999.456	0.0002677923	0.998279	0.99956	1.00044	1.00172	0.02630587	2968.487	2215.737	2338.066	2440.423	2515.656	2220.276	2409.321	2368.541	2316.123	2381.119
364	0	-330.4471	-192.2394	-138.2077	19217.27	0.1999304	2988.812	0.0001241674	0.990846	0.997643	1.00233	1.00918	0.2036723	2970.344	2263.331	2349.338	2437.874	2505.932	2171.436	2401.193	2334.428	2343.228	2394.532
365	1	-330.8438	-192.2394	-138.6044	362176.3	0.02282212	2987.936	0.0004482006	0.997889	0.99946	1.00054	1.00211	0.02635212	2951.646	2274.42	2258.295	2426.15	2520.387	2134.37	2396.868	2316.424	2286.677	2420.094
366	0	-329.4349	-192.2394	-137.1955	634720.6	0.1976927	3039.658	0.0001885057	0.998405	0.999592	1.00041	1.0016	0.1955902	2954.38	2240.901	2258.636	2473.79	2524.329	2157.509	2394.706	2360.953	2315.086	2424.787
367	1	-325.6922	-192.2394	-133.4528	833724.8	0.02378268	3092.245	0.0006703118	0.998608	0.999644	1.00036	1.00139	0.02516023	2971.634	2264.554	2290.513	2438.667	2531.68	2145.949	2403.43	2337.849	2322.676	2420.011
368	0	-334.6894	-192.2394	-142.4499	208062.9	0.1935156	2991.778	0.0001635769	0.997215	0.999287	1.00071	1.00279	0.1953903	2960.431	2217.454	2320.984	2438.688	2510.573	2280.892	2397.782	2304.996	2319.25	2397.402
369	1	-318.1429	-192.2394	-125.9034	225396.2	0.02117524	3014.317	0.0008018273	0.997324	0.999315	1.00068	1.00268	0.0236939	2966.761	2229.946	2342.712	2447.337	2510.829	2130.57	2395.47	2314.902	2274.473	2422.164
370	0	-329.2123	-192.2394	-136.9728	892398	0.188817	3029.569	0.0002593108	0.998655	0.999656	1.00034	1.00135	0.1898158	2959.974	2211.921	2329.851	2439.097	2504.353	2126.728	2393.001	2271.561	2275.55	2422.967
371	1	-336.9005	-192.2394	-144.661	79383.46	0.02148151	3094.197	0.0003606618	0.995492	0.998844	1.00115	1.00452	0.02205492	2979.933	2210.236	2347.277	2473.3	2525.218	2132.762	2394.889	2343.972	2250.506	2411.63
372	0	-331.2105	-192.2394	-138.971	491101.1	0.2063366	2997.315	0.0002313447	0.998187	0.999536	1.00046	1.00181	0.2049999	2954.35	2228.018	2291.432	2461.107	2540.17	2271.305	2398.701	2323.713	2331.498	2379.608
373	1	-320.4391	-192.2469	-128.1922	230863	0.02163565	3008.675	0.0008286889	0.997356	0.999323	1.00067	1.00265	0.02119432	2960.1	2243.096	2285.391	2453.201	2514.316	2168.16	2393.558	2275.141	2327.217	2375.88
374	0	-333.6634	-192.2394	-141.4239	726676.4	0.2080465	3011.831	9.885845e-05	0.998509	0.999619	1.00038	1.00149	0.2126685	2976.137	2220.169	2276.677	2436.39	2513.675	2190.866	2390.774	2337.352	2349.248	2409.776
375	1	-324.5329	-192.2394	-132.2935	232607.4	0.02321008	3024.281	0.0003968134	0.997366	0.999326	1.00067	1.00264	0.02171421	2960.799	2235.301	2294.038	2452.248	2525.079	2164.927	2392.045	2295.957	2319.274	2381.845
376	0	-328.7999	-192.2394	-136.5605	889053.7	0.2066545	3028.141	0.0001019754	0.998652	0.999655	1.00034	1.00135	0.2099199	2974.083	2253.662	2316.446	2465.792	2540.799	2135.576	2399.361	2333.009	2250.749	2381.523
377	1	-322.0928	-192.2413	-129.8515	467605.3	0.02361561	2999.06	0.000410587	0.998142	0.999525	1.00047	1.00186	0.02628825	2962.897	2274.545	2291.877	2428.06	2540.121	2175.354	2396.11	2278.65	2343.15	2405.144
378	0	-326.1119	-192.2394	-133.8725	628620	0.2090448	3026.734	0.0002564686	0.998397	0.99959	1.00041	1.0016	0.2067445	2961.018	2222.466	2325.757	2463.827	2507.027	2305.319	2406.329	2362.41	2275.079	2424.013
379	1	-337.2273	-192.2394	-144.9878	805482.7	0.03264127	3094.271	0.0004089034	0.998584	0.999638	1.00036	1.00142	0.02746064	2978.958	2264.719	2349.351	2433.534	2549.386	2207.886	2395.646	2355.233	2270.152	2403.74
380	0	-329.2101	-192.2394	-136.9707	615115.3	0.2085664	3004.661	0.000152292	0.99838	0.999586	1.00041	1.00162	0.2115298	2950.977	2270.783	2264.353	2430.003	2501.406	2155.371	2404.25	2321.824	2328.371	2390.77
381	1	-331.3617	-192.2494	-139.1122	805482.7	0.02838978	3097.644	0.0004089034	0.998584	0.999638	1.00036	1.00142	0.03130889	2978.662	2262.818	2301.043	2472.32	2543.893	2196.93	2395.822	2271.341	2343.691	2384.663
382	0	-326.6187	-192.2389	-134.3798	515070.7	0.2077542	3040.831	0.0002876843	0.998229	0.999547	1.00045	1.00177	0.2070803	2950.196	2240.876	2315.21	2465.18	2528.396	2196.936	2397.006	2344.569	2252.136	2405.399
383	1	-328.635	-192.2394	-136.3955	183480	0.03145771	3028.122	0.0003877642	0.997034	0.99924	1.00076	1.00297	0.03179584	2975.828	2229.645	2315.146	2444.157	2502.796	2148.015	2394.711	2366.389	2349.312	2414.867
384	0	-329.8882	-192.2394	-137.6488	451745.9	0.2046275	3009.111	0.0002635817	0.998109	0.999516	1.00048	1.00189	0.199551	2978.834	2243.675	2311.939	2453.503	2523.617	2167.284	2399.283	2345.29	2330.959	2391.202
385	1	-326.7959	-192.2394	-134.5565	869113.6	0.03408799	3000.886	0.0003877642	0.998637	0.999651	1.00035	1.00136	0.03363685	2959.832	2249.115	2306.468	2454.478	2531.28	2161.844	2397.246	2355.463	2298.778	2419.173
386	0	-328.1564	-192.2394	-135.917	24689.35	0.2080363	3026.587	0.0002558519	0.991922	0.997922	1.00205	1.0081	0.2039941	2963.493	2268.024	2280.221	2451.602	2525.404	2168.702	2405.807	2281.425	2276.117	2403.745
387	1	-337.6053	-192.2394	-145.3659	46608.37	0.02988329	2995.299	0.0003679541	0.994118	0.99849	1.0015	1.00589	0.03248859	2979.297	2249.002	2256.634	2439.784	2501.045	2134.111	2408.22	2296.299	2317.284	2413.372
388	0	-335.4123	-192.2394	-143.1729	914904.8	0.2041325	3085.231	9.49907e-05	0.998671	0.99966	1.00034	1.00133	0.2010886	2960.149	2239.196	2303.84	2467.541	2512.134	2129.978	2402.715	2364.866	2267.889	2406.942
389	1	-329.2013	-192.2392	-136.9621	582498	0.03126351	3044.601	0.0004218721	0.998335	0.999574	1.00042	1.00167	0.0322484	2976.702	2217.8	2330.072	2452.631	2542.389	2205.254	2409.222	2300.989	2298.251	2415.816
390	0	-335.4461	-192.2394	-143.2067	37652.8	0.2031498	3034.395	0.0001065228	0.993457	0.998319	1.00167	1.00656	0.2048631	2966.486	2216.13	2310.088	2456.123	2525	2195.513	2397.109	2340.279	2317.055	2388.204
391	1	-320.724	-192.2394	-128.4845	651307.9	0.03062399	3044.65	0.0004824555	0.998425	0.999597	1.0004	1.00158	0.03086783	2963.175	2248.992	2294.328	2470.225	2503.799	2265.637	2404.065	2351.552	2331.155	2394.491
392	0	-324.4772	-192.2394	-132.2378	830565.4	0.2005985	3063.435	0.0001586944	0.998606	0.999643	1.00036	1.0014	0.1985588	2961.704	2240.696	2287.87	2471.17	2517.662	2295.775	2407.529	2365.466	2268.617	2407.348
393	1	-337.1041	-192.2462	-144.8579	642095.6	0.02971416	3050.038	0.000396115	0.998414	0.999594	1.0004	1.00159	0.0279119	2974.067	2213.182	2336.624	2427.549	2527.525	2288.75	2396.417	2347.095	2254.484	2408.703
